Chr	bin	name	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	ID	i.Start	i.End	Frequency	n_Sample	0	1	3	4	Type	Length	Check_gene
13	992	NM_001080911	+	53431669	53469647	53431691	53468465	6	53431669,53457532,53462428,53463336,53468373,53469102,	53431764,53457888,53462750,53463654,53468473,53469647,	0	SIRPB1	cmpl	cmpl	0,1,0,1,1,-1,	CNVR_161	53444123	53526707	5	5	5				Loss	82585	Has_gene
13	15	NM_001034297	-	57666164	57682867	57666728	57682813	12	57666164,57667417,57667932,57668334,57668686,57671308,57675716,57677511,57678038,57681074,57681808,57682663,	57666887,57667528,57668109,57668458,57668787,57671386,57675859,57677593,57678128,57681245,57681994,57682867,	0	NPEPL1	cmpl	cmpl	0,0,0,2,0,0,1,0,0,0,0,0,	CNVR_162	57623027	57712686	1	1	1				Loss	89660	Has_gene
14																CNVR_163	18391223	18812033	5	5			5		Gain	420811	Non_gene
14																CNVR_164	32954349	32967563	1	1	1				Loss	13215	Non_gene
14	972	NM_001105499	+	50805780	50806993	50805865	50806240	1	50805780,	50806993,	0	CSMD3	cmpl	cmpl	0,	CNVR_165	49401100	54481400	2	2			1	1	Gain	5080301	Has_gene
14																CNVR_166	74939721	75064248	2	2	2				Loss	124528	Non_gene
14																CNVR_167	75956030	76005515	5	5	5				Loss	49486	Non_gene
14																CNVR_168	76800429	76937650	2	2		2			Loss	137222	Non_gene
14																CNVR_169	82213343	82247268	1	1			1		Gain	33926	Non_gene
15																CNVR_170	95457	1094876	1	1			1		Gain	999420	Non_gene
15	9	NM_001079604	-	1888732	2497034	1889883	2496402	11	1888732,1891214,1903439,1905359,1912778,1950577,2000061,2239491,2494967,2496314,2496986,	1889916,1891325,1903544,1905527,1912937,1950631,2000246,2239731,2495126,2496486,2497034,	0	GRIA4	cmpl	cmpl	0,0,0,0,0,0,1,1,1,0,-1,	CNVR_171	1905039	4162300	7	7		5	2		Mixed	2257262	Has_gene
15	609	NM_176638	+	3250230	3269689	3250254	3265516	9	3250230,3254040,3258568,3259474,3260888,3261940,3263503,3265417,3268844,	3250261,3254295,3258678,3259648,3261123,3262084,3263613,3265521,3269689,	0	CASP4	cmpl	cmpl	0,1,1,0,0,1,1,0,-1,	CNVR_171	1905039	4162300	7	7		5	2		Mixed	2257262	Has_gene
15																CNVR_172	7642301	7687606	1	1			1		Gain	45306	Non_gene
15																CNVR_173	12426564	12486367	1	1	1				Loss	59804	Non_gene
15																CNVR_174	13117530	13203710	4	4	4				Loss	86181	Non_gene
15	90	NM_001076881	+	18358202	18664976	18358303	18664477	18	18358202,18372277,18373370,18374519,18375739,18376722,18383288,18386568,18395505,18418348,18420077,18423719,18426234,18522302,18529775,18544088,18633908,18664299,	18358489,18372338,18373501,18374678,18375860,18376912,18383415,18386731,18395590,18418450,18420165,18423808,18426709,18522422,18529937,18544145,18634045,18664976,	0	DDX10	cmpl	cmpl	0,0,1,0,0,1,2,0,1,2,2,0,2,0,0,0,0,2,	CNVR_175	18340522	18425348	1	1	1				Loss	84827	Has_gene
15	935	NM_001206767	+	45981878	45982816	45981878	45982816	3	45981878,45982281,45982504,	45982280,45982503,45982816,	0	LOC530354	cmpl	cmpl	0,0,0,	CNVR_176	45962744	46354274	1	1			1		Gain	391531	Has_gene
15	936	NM_001105049	-	46033601	46107725	46033927	46034872	5	46033601,46034323,46035411,46044087,46107562,	46034322,46034893,46035576,46044230,46107725,	0	LOC100125776	cmpl	cmpl	0,0,-1,-1,-1,	CNVR_176	45962744	46354274	1	1			1		Gain	391531	Has_gene
15	938	NM_001075293	+	46277368	46278812	46277915	46278597	3	46277368,46277873,46278258,	46277559,46277942,46278812,	0	LOC506989	cmpl	cmpl	-1,0,0,	CNVR_176	45962744	46354274	1	1			1		Gain	391531	Has_gene
15	946	NM_001206663	+	47397750	47398716	47397750	47398716	1	47397750,	47398716,	0	LOC618803	cmpl	cmpl	0,	CNVR_177	47192222	47491314	12	12	7		5		Mixed	299093	Has_gene
15	125	NM_001101141	-	54615542	54706361	54617023	54658597	19	54615542,54621594,54623928,54624466,54625775,54626165,54627067,54627830,54629318,54633744,54634266,54634662,54640508,54641436,54644629,54658480,54672006,54684358,54705942,	54617172,54621707,54623943,54624549,54625923,54626323,54627286,54627981,54629401,54633890,54634360,54634761,54640568,54641530,54644733,54658657,54672095,54684440,54706361,	0	GDPD5	cmpl	cmpl	1,2,2,0,2,0,0,2,0,1,0,0,0,2,0,0,-1,-1,-1,	CNVR_178	54683112	54732561	2	2	2				Loss	49450	Has_gene
15																CNVR_179	67203221	67239891	1	1	1				Loss	36671	Non_gene
15																CNVR_180	79048912	79611716	60	60	5	6	47	2	Mixed	562805	Non_gene
16	611	NM_001099094	-	3509884	3517033	3512193	3516539	6	3509884,3512581,3512993,3514348,3516415,3516847,	3512305,3512703,3513175,3514420,3516665,3517033,	0	RAB29	cmpl	cmpl	2,0,1,1,0,-1,	CNVR_181	3498548	3604825	1	1	1				Loss	106278	Has_gene
16	76	NM_001206036	-	3533578	3550571	3533638	3550571	10	3533578,3536936,3537388,3538009,3538857,3539592,3539882,3540670,3541806,3550196,	3533824,3537085,3537523,3538089,3539005,3539739,3540027,3540742,3541914,3550571,	0	SLC41A1	cmpl	cmpl	0,1,1,2,1,1,0,0,0,0,	CNVR_181	3498548	3604825	1	1	1				Loss	106278	Has_gene
16	612	NM_001038100	-	3602534	3627613	3603128	3627544	13	3602534,3604459,3607485,3616754,3618767,3619056,3619475,3620340,3620853,3622105,3622860,3624608,3627375,	3603252,3604559,3607654,3616826,3618846,3619118,3619551,3620460,3620987,3622192,3623093,3624695,3627613,	0	PM20D1	cmpl	cmpl	2,1,0,0,2,0,2,2,0,0,1,1,0,	CNVR_181	3498548	3604825	1	1	1				Loss	106278	Has_gene
16																CNVR_182	5680582	5965231	4	4	2	2			Loss	284650	Non_gene
16	78	NM_001105027	-	6028270	6067687	6028484	6067612	7	6028270,6029116,6039074,6044114,6060193,6060793,6067554,	6028681,6029299,6039248,6044324,6060370,6060982,6067687,	0	LOC790886	cmpl	cmpl	1,1,1,1,1,1,0,	CNVR_183	6000309	6196805	3	3			3		Gain	196497	Has_gene
16																CNVR_184	6368752	6434297	3	3	3				Loss	65546	Non_gene
16																CNVR_185	10254850	10354010	1	1		1			Loss	99161	Non_gene
16																CNVR_186	11850114	11891004	2	2	2				Loss	40891	Non_gene
16																CNVR_187	14492399	14657972	43	43	43				Loss	165574	Non_gene
16	944	NM_001078057	-	47120162	47137137	47121106	47136379	18	47120162,47124077,47129432,47129977,47130324,47130681,47131589,47131842,47132442,47132911,47133413,47133619,47133768,47133938,47135188,47136188,47136488,47136820,	47121149,47124158,47129550,47130029,47130510,47130868,47131687,47131911,47132479,47132958,47133539,47133695,47133850,47134083,47135321,47136379,47136645,47137137,	0	RNF207	cmpl	cmpl	2,2,1,0,0,2,0,0,2,0,0,2,1,0,2,0,-1,-1,	CNVR_188	47122872	47239304	3	3	3				Loss	116433	Has_gene
16	945	NM_001014384	-	47231899	47287875	47231910	47287868	14	47231899,47234061,47234490,47235477,47235796,47237630,47241492,47242552,47243382,47245175,47247806,47257585,47258451,47287791,	47232000,47234150,47234611,47235572,47235917,47237716,47241579,47242596,47243427,47245220,47247886,47257623,47258495,47287875,	0	KCNAB2	cmpl	cmpl	0,1,0,1,0,1,1,2,2,2,0,1,2,0,	CNVR_188	47122872	47239304	3	3	3				Loss	116433	Has_gene
16	130	NM_001143855	-	60462810	60558443	60462908	60558239	12	60462810,60465175,60467857,60468820,60470273,60471023,60472147,60473307,60476749,60480719,60482120,60558082,	60464632,60465349,60467947,60468973,60470458,60471201,60472232,60473580,60477045,60480890,60482183,60558443,	0	ABL2	cmpl	cmpl	1,1,1,1,2,1,0,0,1,1,1,0,	CNVR_189	60525984	60807765	18	18			18		Gain	281782	Has_gene
16	130	NM_001034206	+	60633330	60693192	60645448	60692735	16	60633330,60645443,60659184,60676978,60678483,60679832,60680694,60682617,60684706,60685075,60686168,60687540,60688871,60690018,60690711,60692678,	60633443,60645572,60659243,60677127,60678543,60679940,60680977,60682696,60684788,60685121,60686298,60687638,60688970,60690154,60690857,60693192,	0	SOAT1	cmpl	cmpl	-1,0,1,0,2,2,2,0,1,2,0,1,0,0,1,0,	CNVR_189	60525984	60807765	18	18			18		Gain	281782	Has_gene
16	1048	NM_001206107	-	60789793	60808194	60789793	60808194	8	60789793,60791387,60792873,60795933,60798983,60799942,60803957,60807920,	60790072,60791466,60792929,60796137,60799066,60800015,60804061,60808194,	0	NPHS2	cmpl	cmpl	0,2,0,0,1,0,1,0,	CNVR_189	60525984	60807765	18	18			18		Gain	281782	Has_gene
17	595	NR_107735	+	1365820	1365889	1365889	1365889	1	1365820,	1365889,	0	MIR2285J-1	unk	unk	-1,	CNVR_190	737443	2766673	4	4	3		1		Mixed	2029231	Has_gene
17	74	NM_001193114	+	1510258	1846107	1510258	1846107	21	1510258,1681243,1685771,1687349,1688018,1701606,1708738,1713867,1725228,1770169,1774017,1775327,1786738,1788805,1790893,1794116,1801975,1804917,1830153,1844565,1845972,	1510427,1681354,1685852,1687502,1688136,1701785,1708844,1713992,1725344,1770272,1774134,1775473,1786934,1788931,1791054,1794297,1802101,1805045,1830367,1844816,1846107,	0	TLL1	cmpl	cmpl	0,1,1,1,1,2,1,2,1,0,1,1,0,1,1,0,1,1,0,1,0,	CNVR_190	737443	2766673	4	4	3		1		Mixed	2029231	Has_gene
17	74	NM_001206151	+	1932499	1977083	1932499	1977083	13	1932499,1933296,1934468,1942190,1948686,1950454,1952455,1953992,1955149,1958760,1959041,1959363,1976960,	1932574,1933381,1934786,1942420,1948780,1950693,1952526,1954161,1955239,1958922,1959187,1959496,1977083,	0	MAP9	cmpl	cmpl	0,0,1,1,0,1,0,2,0,0,0,2,0,	CNVR_190	737443	2766673	4	4	3		1		Mixed	2029231	Has_gene
17	600	NM_174401	-	2088796	2093009	2088978	2090133	2	2088796,2092883,	2090149,2093009,	0	NPY2R	cmpl	cmpl	0,-1,	CNVR_190	737443	2766673	4	4	3		1		Mixed	2029231	Has_gene
17	604	NM_001192719	-	2540687	2585674	2541430	2585674	4	2540687,2582898,2584167,2585523,	2541630,2583681,2584635,2585674,	0	RBM46	cmpl	cmpl	1,1,1,0,	CNVR_190	737443	2766673	4	4	3		1		Mixed	2029231	Has_gene
17	605	NM_177503	-	2668448	2675094	2670168	2675094	4	2668448,2668877,2669525,2674554,	2668868,2669515,2670321,2675094,	0	LRAT	cmpl	cmpl	-1,-1,0,0,	CNVR_190	737443	2766673	4	4	3		1		Mixed	2029231	Has_gene
17																CNVR_191	3296153	3369108	1	1	1				Loss	72956	Non_gene
17																CNVR_192	3529726	3568506	1	1	1				Loss	38781	Non_gene
17																CNVR_193	21967677	22060904	1	1	1				Loss	93228	Non_gene
17																CNVR_194	26883751	27068312	3	3	3				Loss	184562	Non_gene
17	104	NM_001205949	+	33131998	33168247	33131998	33165946	4	33131998,33159138,33162398,33167562,	33132510,33159368,33165949,33168247,	0	ANKRD50	cmpl	cmpl	0,2,1,-1,	CNVR_195	30297177	33893339	1	1			1		Gain	3596163	Has_gene
17																CNVR_196	39241835	39321476	2	2	2				Loss	79642	Non_gene
17																CNVR_197	41446019	41709619	2	2		2			Loss	263601	Non_gene
17																CNVR_198	46566562	46669627	4	4	4				Loss	103066	Non_gene
17	140	NM_001205942	-	70627687	70655990	70627687	70655990	15	70627687,70628257,70629137,70631771,70634616,70636864,70640294,70643925,70646302,70647548,70649893,70651691,70654060,70655071,70655855,	70627902,70628360,70629353,70631940,70634767,70636972,70640430,70644146,70646383,70647654,70649998,70651751,70654165,70655143,70655990,	0	SLC5A4	cmpl	cmpl	1,0,0,2,1,1,0,1,1,0,0,0,0,0,0,	CNVR_199	70645226	70917760	1	1			1		Gain	272535	Has_gene
17	1139	NM_001076460	-	72734556	72735831	72735082	72735739	1	72734556,	72735831,	0	CLDN5	cmpl	cmpl	0,	CNVR_200	72733715	73155293	1	1			1		Gain	421579	Has_gene
17	1140	NM_001076371	+	72790324	72798007	72790392	72797097	12	72790324,72790580,72794450,72794641,72794913,72795112,72795346,72795552,72796367,72796548,72796806,72797040,	72790435,72790591,72794547,72794728,72795037,72795247,72795464,72795654,72796464,72796684,72796909,72798007,	0	SEPTIN5	cmpl	cmpl	0,1,0,1,1,2,2,0,0,1,2,0,	CNVR_200	72733715	73155293	1	1			1		Gain	421579	Has_gene
17	1140	NM_001192340	-	72838214	72866148	72838430	72848594	7	72838214,72841663,72844207,72846306,72847963,72848484,72865979,	72838682,72841879,72844306,72846469,72848089,72848602,72866148,	0	GNB1L	cmpl	cmpl	0,0,0,2,2,0,-1,	CNVR_200	72733715	73155293	1	1			1		Gain	421579	Has_gene
17	142	NM_174626	-	72872639	72900700	72873703	72900690	18	72872639,72873652,72874506,72874674,72875951,72876263,72877422,72883751,72885062,72885755,72892791,72893739,72894198,72894901,72895344,72895604,72898860,72900620,	72872802,72873833,72874604,72874746,72876044,72876359,72877559,72883926,72885154,72885775,72892862,72893802,72894277,72894976,72895486,72895661,72898926,72900700,	0	TXNRD2	cmpl	cmpl	-1,2,0,0,0,0,1,0,1,2,0,0,2,2,1,1,1,0,	CNVR_200	72733715	73155293	1	1			1		Gain	421579	Has_gene
17	1141	NM_001102317	+	72900702	72915709	72910124	72913908	5	72900702,72910124,72911112,72911515,72913707,	72900757,72910416,72911306,72911647,72915709,	0	COMT	cmpl	cmpl	-1,0,1,0,0,	CNVR_200	72733715	73155293	1	1			1		Gain	421579	Has_gene
17	1141	NM_001105380	-	72915656	72919608	72916267	72919030	8	72915656,72917017,72917432,72917747,72917932,72918274,72918563,72918868,	72916294,72917103,72917486,72917838,72918044,72918473,72918714,72919608,	0	ARVCF	cmpl	cmpl	0,1,1,0,2,1,0,0,	CNVR_200	72733715	73155293	1	1			1		Gain	421579	Has_gene
17	1141	NR_031178	+	72954592	72954671	72954671	72954671	1	72954592,	72954671,	0	MIR185	unk	unk	-1,	CNVR_200	72733715	73155293	1	1			1		Gain	421579	Has_gene
17	1141	NM_001035328	+	72956725	72967476	72956762	72966798	8	72956725,72959729,72962780,72963250,72963857,72965813,72966259,72966677,	72956818,72959818,72962900,72963365,72963928,72965967,72966364,72967476,	0	TANGO2	cmpl	cmpl	0,2,1,1,2,1,2,2,	CNVR_200	72733715	73155293	1	1			1		Gain	421579	Has_gene
17	1141	NM_001101204	+	72976002	72990315	72976009	72989254	13	72976002,72977150,72978752,72979025,72980225,72980517,72981135,72982045,72986909,72987149,72988005,72988872,72989170,	72976729,72977310,72978895,72979269,72980423,72980619,72981234,72982128,72987010,72987256,72988133,72988986,72990315,	0	DGCR8	cmpl	cmpl	0,0,1,0,1,1,1,1,0,2,1,0,0,	CNVR_200	72733715	73155293	1	1			1		Gain	421579	Has_gene
17	1141	NR_030888	+	72976117	72976175	72976175	72976175	1	72976117,	72976175,	0	MIR1306	unk	unk	-1,	CNVR_200	72733715	73155293	1	1			1		Gain	421579	Has_gene
17	1141	NM_001034586	+	72995315	73000241	72995405	73000114	6	72995315,72996362,72997780,72999178,72999605,72999998,	72995420,72996499,72997938,72999307,72999671,73000241,	0	RANBP1	cmpl	cmpl	0,0,2,1,1,1,	CNVR_200	72733715	73155293	1	1			1		Gain	421579	Has_gene
17	1142	NM_001075185	+	73105795	73123446	73105799	73123147	15	73105795,73109678,73114180,73114500,73115937,73116249,73116737,73117248,73117703,73118222,73118830,73118947,73119212,73122572,73122959,	73106072,73109887,73114215,73114650,73116002,73116366,73116817,73117330,73117796,73118369,73118926,73119006,73119311,73122661,73123446,	0	PRODH	cmpl	cmpl	0,0,2,1,1,0,0,2,0,0,0,0,2,2,1,	CNVR_200	72733715	73155293	1	1			1		Gain	421579	Has_gene
17	1142	NM_001110446	-	73123907	73128212	73124257	73128200	5	73123907,73124744,73125747,73127855,73128090,	73124341,73124885,73125848,73128016,73128212,	0	DGCR6L	cmpl	cmpl	0,0,1,2,0,	CNVR_200	72733715	73155293	1	1			1		Gain	421579	Has_gene
17	1143	NM_001083800	+	73155138	73156941	73155138	73156786	2	73155138,73156466,	73155176,73156941,	0	IGLL1	incmpl	cmpl	2,1,	CNVR_200	72733715	73155293	1	1			1		Gain	421579	Has_gene
17	1143	NM_001319884	+	73155138	73156944	73155138	73156786	2	73155138,73156466,	73155176,73156944,	0	LOC100297192	incmpl	cmpl	2,1,	CNVR_200	72733715	73155293	1	1			1		Gain	421579	Has_gene
18	606	NM_001077919	-	2759773	2799583	2763306	2799457	10	2759773,2763274,2768040,2770082,2773066,2773703,2783424,2783859,2785174,2799393,	2761204,2763352,2768160,2770202,2773186,2774675,2783549,2784079,2785292,2799583,	0	BCNT2	cmpl	cmpl	-1,2,2,2,2,2,0,2,1,0,	CNVR_201	2776211	2824948	1	1			1		Gain	48738	Has_gene
18	606	NM_001099213	-	2806372	2819530	2808460	2819424	3	2806372,2811127,2819291,	2808591,2811229,2819530,	0	TMEM170A	cmpl	cmpl	1,1,0,	CNVR_201	2776211	2824948	1	1			1		Gain	48738	Has_gene
18	10	NM_001038532	-	15565236	15865233	15566426	15865218	18	15565236,15569899,15574609,15575256,15615734,15622725,15640858,15643542,15708289,15712318,15777271,15789369,15835077,15855417,15856686,15858161,15862919,15865010,	15566486,15570017,15574692,15575381,15615813,15622769,15640967,15643693,15708462,15712413,15777353,15789431,15835172,15855492,15856744,15858307,15862992,15865233,	0	ITFG1	cmpl	cmpl	0,2,0,1,0,1,0,2,0,1,0,1,2,2,1,2,1,0,	CNVR_202	15511798	15614150	1	1	1				Loss	102353	Has_gene
18																CNVR_203	27779305	28283763	2	2			2		Gain	504459	Non_gene
18																CNVR_204	38681894	38749636	1	1	1				Loss	67743	Non_gene
18	1052	NR_162254	-	61335030	61335095	61335095	61335095	1	61335030,	61335095,	0	MIR11977	unk	unk	-1,	CNVR_205	61330975	61495099	1	1	1				Loss	164125	Has_gene
19																CNVR_206	7539293	7633201	3	3	3				Loss	93909	Non_gene
19																CNVR_207	14265926	14292872	1	1	1				Loss	26947	Non_gene
19	790	NM_001191382	-	26940117	26948069	26940689	26948069	15	26940117,26941282,26941894,26942214,26942456,26942774,26943454,26943616,26943845,26944062,26944240,26944515,26944743,26945344,26947875,	26941138,26941501,26942098,26942346,26942585,26942842,26943531,26943756,26943915,26944153,26944376,26944613,26944889,26945414,26948069,	0	DVL2	cmpl	cmpl	1,1,1,1,1,2,0,1,0,2,1,2,0,2,0,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	790	NM_001024570	-	26948833	26953195	26949400	26953050	6	26948833,26949715,26949941,26951083,26951404,26953016,	26949615,26949932,26950544,26951176,26951436,26953195,	0	PHF23	cmpl	cmpl	1,0,0,0,1,0,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	790	NM_001034048	-	26954139	26956071	26954564	26956028	4	26954139,26955068,26955325,26955938,	26954630,26955187,26955404,26956071,	0	GABARAP	cmpl	cmpl	0,1,0,0,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	790	NM_001046026	-	26957150	26963304	26957737	26962953	8	26957150,26958088,26958586,26958921,26959456,26959738,26959951,26962851,	26957798,26958173,26958698,26959038,26959528,26959857,26960018,26963304,	0	CTDNEP1	cmpl	cmpl	2,1,0,0,0,1,0,0,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	790	NM_001040519	-	26969999	26972223	26970221	26971866	4	26969999,26970471,26970676,26971643,	26970384,26970556,26970841,26972223,	0	CLDN7	cmpl	cmpl	2,1,1,0,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	790	NM_174604	+	26984017	26989772	26984208	26988857	11	26984017,26985516,26985742,26986003,26986251,26986462,26986711,26987086,26987341,26987902,26988653,	26984241,26985633,26985915,26986128,26986367,26986625,26986899,26987191,26987443,26988106,26989772,	0	SLC2A4	cmpl	cmpl	0,0,0,2,1,0,1,0,0,0,0,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	790	NM_001098126	-	26990216	26996221	26990739	26996169	9	26990216,26990705,26991212,26991653,26991927,26992790,26993721,26995178,26995892,	26990609,26990790,26991390,26991757,26992212,26992880,26993755,26995242,26996221,	0	YBX2	cmpl	cmpl	-1,0,2,0,0,0,2,1,0,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	791	NM_001003658	+	27015708	27020478	27017714	27019669	6	27015708,27017693,27019051,27019379,27019606,27019837,	27015826,27017879,27019156,27019511,27019680,27020478,	0	EIF5A	cmpl	cmpl	-1,0,0,0,0,-1,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	791	NM_001075774	-	27020663	27023287	27020758	27023003	11	27020663,27021015,27021195,27021373,27021555,27021900,27022062,27022293,27022480,27022909,27023263,	27020842,27021111,27021275,27021463,27021709,27021983,27022142,27022406,27022590,27023072,27023287,	0	GPS2	cmpl	cmpl	0,0,1,1,0,1,2,0,1,0,-1,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	791	NM_001192661	-	27023547	27035375	27024041	27035375	29	27023547,27024805,27025053,27025316,27025570,27025770,27025997,27026528,27027239,27027599,27027842,27028038,27028366,27028941,27029166,27029647,27029838,27030005,27030290,27030575,27030950,27031350,27031764,27032572,27032749,27033033,27033476,27033736,27035093,	27024246,27024971,27025166,27025461,27025678,27025858,27026177,27026687,27027404,27027761,27027941,27028263,27028512,27029073,27029336,27029726,27029915,27030204,27030453,27030661,27031132,27031615,27031837,27032661,27032861,27033332,27033542,27034181,27035375,	0	NEURL4	cmpl	cmpl	2,1,2,1,1,0,0,0,0,0,0,0,1,1,2,1,2,1,0,1,2,1,0,1,0,1,1,0,0,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	791	NM_001103234	+	27040224	27051870	27040411	27051788	22	27040224,27040998,27044495,27044779,27044915,27045207,27045520,27045668,27045865,27046032,27047304,27047441,27047828,27048042,27048837,27049030,27049224,27049973,27050675,27050867,27051327,27051687,	27040464,27041056,27044615,27044833,27044974,27045391,27045565,27045764,27045940,27046142,27047356,27047542,27047952,27048254,27048907,27049125,27049397,27050158,27050785,27050978,27051377,27051870,	0	ACAP1	cmpl	cmpl	0,2,0,0,0,2,0,0,0,0,2,0,2,0,2,0,2,1,0,2,2,1,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	791	NM_001035421	+	27052599	27055358	27053319	27054018	1	27052599,	27055358,	0	KCTD11	cmpl	cmpl	0,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	791	NM_001367291	+	27054971	27057600	27055619	27057039	8	27054971,27055574,27056014,27056265,27056447,27056600,27056796,27057011,	27055058,27055788,27056071,27056346,27056468,27056681,27056884,27057600,	0	TMEM95	cmpl	cmpl	-1,0,1,1,1,1,1,2,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	791	NM_001046053	-	27073599	27078136	27074225	27077705	8	27073599,27074476,27076259,27076402,27076696,27077018,27077175,27077698,	27074282,27074638,27076401,27076422,27076917,27077061,27077435,27078136,	0	PLSCR3	cmpl	cmpl	0,0,2,0,1,0,1,0,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	791	NM_001045957	-	27081976	27083126	27082091	27083097	4	27081976,27082338,27082672,27083012,	27082235,27082419,27082704,27083126,	0	TMEM256	cmpl	cmpl	0,0,1,0,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	791	NM_001191242	+	27087313	27098969	27087313	27096923	7	27087313,27091431,27093513,27093837,27094141,27094688,27096049,	27087770,27091482,27093663,27094023,27094334,27095285,27098969,	0	NLGN2	cmpl	cmpl	0,1,1,1,1,2,2,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	791	NM_001079586	+	27099425	27100768	27099492	27100734	3	27099425,27099735,27099994,	27099636,27099793,27100768,	0	SPEM1	cmpl	cmpl	0,0,1,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	791	NM_001075344	+	27112306	27114382	27112742	27114368	3	27112306,27112722,27113043,	27112407,27112956,27114382,	0	TMEM102	cmpl	cmpl	-1,0,1,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	791	NM_001192939	+	27116486	27120472	27116486	27119916	5	27116486,27118336,27118644,27119373,27119845,	27116679,27118447,27118748,27119572,27120472,	0	FGF11	cmpl	cmpl	0,1,1,0,1,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	791	NM_174516	+	27121938	27131139	27121972	27130179	11	27121938,27122118,27122833,27123356,27123569,27124029,27124630,27127895,27128608,27129140,27130038,	27122033,27122258,27122878,27123466,27123678,27124177,27124840,27128119,27128790,27129288,27131139,	0	CHRNB1	cmpl	cmpl	0,1,0,0,2,0,1,1,0,2,0,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	98	NM_001206898	-	27131780	27138098	27134394	27138098	2	27131780,27137025,	27136351,27138098,	0	ZBTB4	cmpl	cmpl	2,0,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	792	NM_001101095	+	27148723	27150325	27149019	27149669	3	27148723,27149538,27149570,	27149537,27149569,27150325,	0	SLC35G6	cmpl	cmpl	0,2,0,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	792	NM_001206313	+	27151657	27171768	27151657	27171342	29	27151657,27158497,27158750,27158991,27159331,27159925,27160183,27160574,27161180,27161398,27162422,27162716,27163073,27163315,27163647,27164287,27164840,27165106,27165297,27166604,27166969,27167510,27168423,27168617,27169020,27169376,27169672,27169933,27170185,	27151750,27158630,27158887,27159165,27159613,27160087,27160404,27160707,27161305,27161609,27162632,27162885,27163168,27163519,27163870,27164471,27165012,27165212,27165503,27166829,27167216,27167611,27168528,27168800,27169224,27169563,27169786,27170083,27171768,	0	POLR2A	cmpl	cmpl	0,0,1,0,0,0,0,2,0,2,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,1,1,1,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	793	NM_001205143	+	27283306	27291150	27283386	27290670	7	27283306,27283692,27284274,27284991,27285128,27290099,27290418,	27283545,27283740,27284347,27285045,27285164,27290224,27291150,	0	TNFSF12	cmpl	cmpl	0,0,0,1,1,1,0,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	793	NM_001034647	+	27292077	27294941	27292360	27294199	6	27292077,27292972,27293183,27293374,27293703,27294089,	27292618,27293051,27293231,27293493,27293842,27294941,	0	TNFSF13	cmpl	cmpl	0,0,1,1,0,1,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	793	NM_001191374	+	27296718	27304661	27296718	27304228	10	27296718,27299768,27300098,27300591,27300867,27301324,27303077,27303399,27303604,27304117,	27297433,27300008,27300210,27300739,27300915,27301402,27303215,27303483,27303655,27304661,	0	SENP3	cmpl	cmpl	0,1,1,2,0,0,0,0,0,0,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
19	793	NM_001034228	+	27305543	27311552	27305557	27311034	11	27305543,27306963,27307428,27308023,27309100,27309598,27309870,27310096,27310354,27310702,27310889,	27305580,27307012,27307561,27308163,27309269,27309708,27310014,27310234,27310444,27310782,27311552,	0	EIF4A1	cmpl	cmpl	0,2,0,1,0,1,0,0,0,0,2,	CNVR_208	26942729	27421507	2	2			1	1	Gain	478779	Has_gene
