ID	Chr	Start	End	n_gene	gene_name
CNVR_510	12	49002658	49055838	NA	NA
CNVR_511	12	50029062	50104867	NA	NA
CNVR_512	12	51382264	51412073	1	MIR2285CC
CNVR_513	12	52199487	52385221	1	MYCBP2
CNVR_514	12	55183342	55241442	NA	NA
CNVR_515	12	57324176	57444824	NA	NA
CNVR_516	12	57541708	58330693	NA	NA
CNVR_517	12	58746483	58878268	NA	NA
CNVR_518	12	59879124	60512165	NA	NA
CNVR_519	12	61248778	61401960	NA	NA
CNVR_520	12	61581280	62049442	NA	NA
CNVR_521	12	62865973	62886090	NA	NA
CNVR_522	12	62971636	63429741	NA	NA
CNVR_523	12	63887327	63961087	NA	NA
CNVR_524	12	64475721	64586228	NA	NA
CNVR_525	12	69804346	71589418	NA	NA
CNVR_526	12	71657701	71701903	NA	NA
CNVR_527	12	71820369	72996370	1	CLDN10
CNVR_528	12	78163435	78251127	1	FGF14
CNVR_529	12	79279720	81461384	NA	NA
CNVR_530	12	85225566	85267889	2	CARS2,ING1
CNVR_531	12	86064733	86688013	10	SPACA7,TUBGCP3,F7,F10,PCID2,LAMP1,GRTP1,MIR2302,ADPRHL1,TMCO3
CNVR_532	12	86794730	86830784	NA	NA
CNVR_533	13	250637	585203	NA	NA
CNVR_534	13	10297467	10395756	1	MIR2285DJ
CNVR_535	13	12280490	12378558	1	DHTKD1
CNVR_536	13	12471939	12748454	3	PROSER2,ECHDC3,USP6NL
CNVR_537	13	17800892	17909299	2	ACBD5,ABI1
CNVR_538	13	19947737	20257287	1	ITGB1
CNVR_539	13	21555041	21608958	1	PLXDC2
CNVR_540	13	24397516	24515029	NA	NA
CNVR_541	13	25678465	25886779	1	ENKUR
CNVR_542	13	27496035	27584525	NA	NA
CNVR_543	13	32220177	32258616	NA	NA
CNVR_544	13	33798170	33834273	2	ZEB1,MIR11998
CNVR_545	13	35224775	35311031	1	MAP3K8
CNVR_546	13	40624961	40688852	1	XRN2
CNVR_547	13	41276409	41326933	NA	NA
CNVR_548	13	43322783	43433183	1	LOC782061
CNVR_549	13	46435930	46522912	1	LARP4B
CNVR_550	13	51842153	52109473	8	C13H20orf194,SLC4A11,ITPA,DDRGK1,LZTS3,FASTKD5,UBOX5,AVP
CNVR_551	13	53368037	53391697	NA	NA
CNVR_552	13	53444123	53526707	1	SIRPB1
CNVR_553	13	53954346	54135002	12	TPD52L2,ABHD16B,ZBTB46,ZGPAT,ARFRP1,TNFRSF6B,RTEL1,STMN3,GMEB2,FNDC11,SRMS,PTK6
CNVR_554	13	54341978	54892952	14	YTHDF1,MIR124B,SLC17A9,GID8,OGFR,MRGBP,NTSR1,SLCO4A1,MIR133C,MIR133A-1,MIR1-1,GATA5,RPS21,MIR2306
CNVR_555	13	57367650	57558958	5	TUBB1,CTSZ,GNAS,MIR6123,MIR296
CNVR_556	13	57623027	57712686	1	NPEPL1
CNVR_557	13	61361508	61444179	3	MYLK2,FOXS1,TTLL9
CNVR_558	13	66020536	66071349	1	RBL1
CNVR_559	13	66830214	66869864	2	VSTM2L,TTI1
CNVR_560	13	73230829	73287734	NA	NA
CNVR_561	14	68024	195925	NA	NA
CNVR_562	14	330256	1044777	35	COMMD5,ARHGAP39,MIR2308,C14H8orf82,LRRC24,LRRC14,RECQL4,MFSD3,GPT,PPP1R16A,FOXH1,KIFC2,CYHR1,TONSL,VPS28,SLC39A4,CPSF1,ADCK5,SLC52A2,SCRT1,DGAT1,HSF1,MROH1,MIR1839,MAF1,SHARPIN,CYC1,GPAA1,EXOSC4,OPLAH,GRINA,MIR2309,NRBP2,PUF60,MAPK15
CNVR_563	14	1082140	1286160	5	TSTA3,PYCR3,EEF1D,NAPRT,GSDMD
CNVR_564	14	2001936	2435470	1	TSNARE1
CNVR_565	14	18391223	18812033	NA	NA
CNVR_566	14	21980847	22027926	3	TCEA1,LYPLA1,MRPL15
CNVR_567	14	25111427	25127840	1	TOX
CNVR_568	14	25158355	25222766	1	TOX
CNVR_569	14	25725851	25780871	NA	NA
CNVR_570	14	32954349	32967563	NA	NA
CNVR_571	14	39032005	39522512	NA	NA
CNVR_572	14	40729813	41124123	NA	NA
CNVR_573	14	49039384	49070135	NA	NA
CNVR_574	14	49401100	54481400	1	CSMD3
CNVR_575	14	58056243	58089515	NA	NA
CNVR_576	14	64205475	64235532	1	POLR2K
CNVR_577	14	64678934	65243234	2	MIR875,MIR599
CNVR_578	14	74939721	75064248	NA	NA
CNVR_579	14	75956030	76005515	NA	NA
CNVR_580	14	76800429	76937650	NA	NA
CNVR_581	14	78020352	78235444	1	RALYL
CNVR_582	14	79210961	79273581	NA	NA
CNVR_583	14	79971404	80071180	NA	NA
CNVR_584	14	80520573	80559335	NA	NA
CNVR_585	14	81274613	81441475	2	DSCC1,DEPTOR
CNVR_586	14	82213343	82247268	NA	NA
CNVR_587	15	95457	1094876	NA	NA
CNVR_588	15	1905039	4162300	2	GRIA4,CASP4
CNVR_589	15	6287730	6431790	1	BIRC3
CNVR_590	15	7642301	7687606	NA	NA
CNVR_591	15	10732718	10936002	NA	NA
CNVR_592	15	11144666	11428390	NA	NA
CNVR_593	15	11668637	11788887	NA	NA
CNVR_594	15	12426564	12486367	NA	NA
CNVR_595	15	13117530	13203710	NA	NA
CNVR_596	15	13849616	13923819	3	CCDC82,MAML2,MIR1260B
CNVR_597	15	18340522	18425348	1	DDX10
CNVR_598	15	20276441	20424163	1	RDX
CNVR_599	15	28923329	29028800	5	MPZL3,MPZL2,CD3E,CD3D,CD3G
CNVR_600	15	29345173	29458564	2	UPK2,DDX6
CNVR_601	15	37889488	37988924	1	CYP2R1
CNVR_602	15	44574405	44616946	NA	NA
CNVR_603	15	44643305	44671060	NA	NA
CNVR_604	15	44878753	44939293	NA	NA
CNVR_605	15	45854304	45902669	NA	NA
CNVR_606	15	45962744	46354274	3	LOC530354,LOC100125776,LOC506989
CNVR_607	15	47192222	47491314	1	LOC618803
CNVR_608	15	48371261	48467282	2	HBE2,HBG
CNVR_609	15	49043365	49104529	NA	NA
CNVR_610	15	49593727	49642755	NA	NA
CNVR_611	15	49994423	50032210	NA	NA
CNVR_612	15	51514220	51644699	4	TRPC2,MIR2317,RNF121,NUMA1
CNVR_613	15	53177461	53218885	1	RAB6A
CNVR_614	15	54683112	54732561	1	GDPD5
CNVR_615	15	56836949	56947464	NA	NA
CNVR_616	15	61839149	61855683	NA	NA
CNVR_617	15	62419747	62468802	1	ELP4
CNVR_618	15	67203221	67239891	NA	NA
CNVR_619	15	68244402	68298144	NA	NA
CNVR_620	15	69759035	69984268	NA	NA
CNVR_621	15	70224365	70517949	NA	NA
CNVR_622	15	71627906	71688173	NA	NA
CNVR_623	15	73422749	73494231	2	API5,TTC17
CNVR_624	15	73590486	73647677	NA	NA
CNVR_625	15	78804694	78852525	NA	NA
CNVR_626	15	78985623	79611716	NA	NA
CNVR_627	15	79721442	79806748	NA	NA
CNVR_628	15	80200073	80224913	NA	NA
CNVR_629	15	82499664	82572418	NA	NA
CNVR_630	15	83996173	84260383	NA	NA
CNVR_631	16	3498548	3604825	3	RAB29,SLC41A1,PM20D1
CNVR_632	16	5680582	5965231	NA	NA
CNVR_633	16	6000309	6196805	1	LOC790886
CNVR_634	16	6368752	6434297	NA	NA
CNVR_635	16	7766369	7869522	NA	NA
CNVR_636	16	8762686	8870689	NA	NA
CNVR_637	16	10254850	10354010	NA	NA
CNVR_638	16	10819641	10851355	NA	NA
CNVR_639	16	11850114	11891004	NA	NA
CNVR_640	16	14274292	14908704	NA	NA
CNVR_641	16	16152108	16244500	NA	NA
CNVR_642	16	24076398	24156316	1	MARK1
CNVR_643	16	25107818	25118197	NA	NA
CNVR_644	16	26388857	26461264	1	DISP1
CNVR_645	16	27526973	27568525	2	CNIH4,WDR26
CNVR_646	16	28154457	28321010	NA	NA
CNVR_647	16	30213147	30505468	2	CDC42BPA,AHCTF1
CNVR_648	16	32754885	32852344	2	ADSS,C16H1orf100
CNVR_649	16	33331779	33584654	1	AKT3
CNVR_650	16	41147381	41217175	2	DHRS3,VPS13D
CNVR_651	16	47122872	47239304	2	RNF207,KCNAB2
CNVR_652	16	49148097	49674031	9	C16H1orf174,DFFB,MIR2320,LRRC47,SMIM1,WRAP73,TPRG1L,MIR551A,ARHGEF16
CNVR_653	16	49852100	49970146	NA	NA
CNVR_654	16	55212092	55344755	3	DARS2,ZBTB37,SERPINC1
CNVR_655	16	56366468	56381192	1	TNN
CNVR_656	16	57251627	57343354	1	COP1
CNVR_657	16	59589341	59631972	1	MIR2285X
CNVR_658	16	60525984	60807765	3	ABL2,SOAT1,NPHS2
CNVR_659	16	62207587	62241544	NA	NA
CNVR_660	16	67025984	67146187	1	HMCN1
CNVR_661	16	69471279	69553620	1	PROX1
CNVR_662	16	76153451	76228029	1	CRB1
CNVR_663	16	76575462	76632577	NA	NA
CNVR_664	16	77499096	77612188	1	PTPRC
CNVR_665	16	79672105	79791892	2	TMEM9,PKP1
CNVR_666	16	80040634	80102228	NA	NA
CNVR_667	16	80366462	80863910	6	PTPN7,GPR37L1,ELF3,RNPEP,LMOD1,CSRP1
CNVR_668	17	737443	2766673	6	MIR2285J-1,TLL1,MAP9,NPY2R,RBM46,LRAT
CNVR_669	17	3296153	3369108	NA	NA
CNVR_670	17	3529726	3568506	NA	NA
CNVR_671	17	6794956	6848226	NA	NA
CNVR_672	17	6889742	7158121	NA	NA
CNVR_673	17	7340739	7389145	NA	NA
CNVR_674	17	11566347	11716513	2	TTC29,POU4F2
CNVR_675	17	21008303	21130223	NA	NA
CNVR_676	17	21897242	22060904	NA	NA
CNVR_677	17	22247424	22285369	NA	NA
CNVR_678	17	22569340	23144425	NA	NA
CNVR_679	17	23576599	23614738	NA	NA
CNVR_680	17	23981017	24374905	NA	NA
CNVR_681	17	26745200	27068312	NA	NA
CNVR_682	17	30297177	33893339	1	ANKRD50
CNVR_683	17	34535747	34651540	NA	NA
CNVR_684	17	38593860	38661101	NA	NA
CNVR_685	17	39220916	39321476	NA	NA
CNVR_686	17	41446019	41709619	NA	NA
CNVR_687	17	46566562	46669627	NA	NA
CNVR_688	17	52077181	52109735	2	DDX55,TMED2
CNVR_689	17	52872065	53069851	4	KNTC1,RSRC2,ZCCHC8,CLIP1
CNVR_690	17	54062683	54228261	2	IFT81,ATP2A2
CNVR_691	17	57083149	57194642	3	PEBP1,WSB2,RFC5
CNVR_692	17	58623706	58824595	1	MED13L
CNVR_693	17	65721324	65796850	NA	NA
CNVR_694	17	67604252	68000928	1	CHEK2
CNVR_695	17	68015202	68055218	3	HSCB,CCDC117,XBP1
CNVR_696	17	70645226	70984463	2	SLC5A4,ZNF280B
CNVR_697	17	71355374	73155293	58	MIR2893,SUSD2,GGT5,GGT1,SNRPD3,GUCD1,UPB1,SPECC1L,MIR2323,RSPH14,LOC531152,VPREB1,TOP3B,MAPK1,YPEL1,PPIL2,MIR130B,MIR301B,SDF2L1,CCDC116,YDJC,UBE2L3,HIC2,PI4KA,SERPIND1,SNAP29,AIFM3,LZTR1,THAP7,TUBA3E,SLC7A4,MZT2B,SMPD4,MED15,KLHL22,ZNF74,DGCR2,TSSK1B,ESS2,SLC25A1,C17H22orf39,UFD1,CDC45,CLDN5,SEPTIN5,GNB1L,TXNRD2,COMT,ARVCF,MIR185,TANGO2,DGCR8,MIR1306,RANBP1,PRODH,DGCR6L,IGLL1,LOC100297192
CNVR_698	18	2776211	2824948	2	BCNT2,TMEM170A
CNVR_699	18	12377354	12478047	1	FOXC2
CNVR_700	18	13303377	13371617	2	SLC7A5,CA5A
CNVR_701	18	13665368	14078470	9	CYBA,MVD,SNAI3,RNF166,CTU2,MIR2327,APRT,GALNS,TRAPPC2L
CNVR_702	18	14969884	15157858	3	VPS35,ORC6,C18H16orf87
CNVR_703	18	15491110	15821257	1	ITFG1
CNVR_704	18	16771749	16803994	1	SIAH1
CNVR_705	18	27440587	27560755	NA	NA
CNVR_706	18	27726727	27759853	NA	NA
CNVR_707	18	27779305	28283763	NA	NA
CNVR_708	18	31931689	32028181	NA	NA
CNVR_709	18	36628794	36768945	NA	NA
CNVR_710	18	38681894	38749636	NA	NA
CNVR_711	18	46127942	46176270	2	KRTDAP,DMKN
CNVR_712	18	47977151	47994061	NA	NA
CNVR_713	18	53012600	53071278	3	PPP1R13L,CD3EAP,ERCC1
CNVR_714	18	57057494	57106651	1	CTU1
CNVR_715	18	60876129	60892357	NA	NA
CNVR_716	18	60943128	60951463	NA	NA
CNVR_717	18	61155737	61266875	1	MGC138914
CNVR_718	18	61330975	61495099	1	MIR11977
CNVR_719	18	63175100	63239673	5	RPS9,TSEN34,MBOAT7,TMC4,LENG1
CNVR_720	18	64353779	64377482	NA	NA
CNVR_721	18	65609903	65814370	7	A1BG,RPS5,SLC27A5,TRIM28,CHMP2A,UBE2M,MZF1
CNVR_722	19	1972870	2013788	NA	NA
CNVR_723	19	3194780	3219803	NA	NA
CNVR_724	19	3499286	3596175	NA	NA
CNVR_725	19	7539293	7633201	NA	NA
CNVR_726	19	9613564	9753707	2	TEX14,MGC137055
CNVR_727	19	9887071	10148283	5	TRIM37,SKA2,MIR454,MIR301A,PRR11
CNVR_728	19	10196976	10227474	1	GDPD1
CNVR_729	19	10819756	11045264	3	TUBD1,RPS6KB1,RNFT1
CNVR_730	19	11112419	11346615	NA	NA
CNVR_731	19	12219365	12289598	NA	NA
CNVR_732	19	13678370	13749514	3	ACACA,C19H17orf78,TADA2A
CNVR_733	19	14229394	14292872	NA	NA
CNVR_734	19	14880730	14910992	NA	NA
CNVR_735	19	17894199	17959242	1	RHOT1
CNVR_736	19	18012136	18118339	4	ADAP2,TEFM,ATAD5,CRLF3
CNVR_737	19	21534263	21556972	1	GOSR1
CNVR_738	19	23517073	23564582	1	PAFAH1B1
CNVR_739	19	24160587	24200990	1	SPATA22
CNVR_740	19	26942729	27421507	38	DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,SLC2A4,YBX2,EIF5A,GPS2,NEURL4,ACAP1,KCTD11,TMEM95,PLSCR3,TMEM256,NLGN2,SPEM1,TMEM102,FGF11,CHRNB1,ZBTB4,SLC35G6,POLR2A,TNFSF12,TNFSF13,SENP3,EIF4A1,CD68,MPDU1,SOX15,FXR2,SAT2,SHBG,ATP1B2,TP53,WRAP53,EFNB3,DNAH2
CNVR_741	19	31510882	31638013	NA	NA
CNVR_742	19	32754596	32871828	2	PMP22,TEKT3
CNVR_743	19	34590070	34636180	2	TOM1L2,SREBF1
CNVR_744	19	35683912	35735962	1	SPAG9
CNVR_745	19	38436540	38489966	3	COPZ2,MIR152,MIR148C
CNVR_746	19	41397913	41422493	NA	NA
CNVR_747	19	46083610	46268549	1	CDC27
CNVR_748	19	46862760	47005169	3	EFCAB3,METTL2A,TLK2
CNVR_749	19	47402508	47741795	1	TANC2
CNVR_750	19	49003361	49164680	NA	NA
CNVR_751	19	50787009	50929851	10	FASN,MIR10179,DUS1L,GPS1,DCXR,RAC3,LRRC45,CENPX,ASPSCR1,MIR2346
CNVR_752	19	52105919	52254545	2	ENDOV,MIR10164
CNVR_753	19	55499960	55506254	1	RNF157
CNVR_754	19	55889067	55911397	1	SAP30BP
CNVR_755	19	61701944	61756520	2	PRKAR1A,WIPI1
CNVR_756	19	62611634	62643241	1	APOH
CNVR_757	20	1197732	1314256	NA	NA
CNVR_758	20	1827719	1873819	NA	NA
CNVR_759	20	2795101	2990892	NA	NA
CNVR_760	20	4442249	4487971	NA	NA
CNVR_761	20	6468913	6586964	NA	NA
CNVR_762	20	8742285	8771290	1	TNPO1
CNVR_763	20	9887590	9963549	NA	NA
CNVR_764	20	10328272	10500984	6	RAD17,AK6,TAF9,CDK7,MRPS36,CENPH
CNVR_765	20	10783387	10800005	NA	NA
CNVR_766	20	11409646	11453162	1	PIK3R1
CNVR_767	20	12111883	12136194	NA	NA
CNVR_768	20	13653178	13677770	NA	NA
CNVR_769	20	16904479	16951836	1	IPO11
CNVR_770	20	19517625	19626594	1	MIR582
CNVR_771	20	21842803	21913767	NA	NA
CNVR_772	20	22209505	22213574	NA	NA
CNVR_773	20	22272974	22305514	1	MIER3
CNVR_774	20	22940301	22996991	1	ANKRD55
CNVR_775	20	23802929	23863171	2	MTREX,DHX29
CNVR_776	20	25528151	25590025	1	FST
CNVR_777	20	29711188	29779527	NA	NA
CNVR_778	20	31422941	31448781	1	HMGCS1
CNVR_779	20	33614197	33711013	4	CARD6,RPL37,PRKAA1,TTC33
CNVR_780	20	35233378	35486670	2	FYB1,RICTOR
CNVR_781	20	36817457	37273408	4	WDR70,NUP155,MIR2360,NIPBL
CNVR_782	20	43159533	43287639	NA	NA
CNVR_783	20	43773119	43882014	NA	NA
CNVR_784	20	44195277	44220967	NA	NA
CNVR_785	20	44992353	45148021	NA	NA
CNVR_786	20	45948384	46084308	NA	NA
CNVR_787	20	46826293	47301790	NA	NA
CNVR_788	20	49275867	49562973	NA	NA
CNVR_789	20	50292489	50297736	NA	NA
CNVR_790	20	51571771	52125534	NA	NA
CNVR_791	20	53024269	53297742	NA	NA
CNVR_792	20	53640256	53779182	1	CDH18
CNVR_793	20	54256478	54291088	NA	NA
CNVR_794	20	54509429	54758379	NA	NA
CNVR_795	20	59880963	61363846	NA	NA
CNVR_796	20	61980304	62121001	NA	NA
CNVR_797	20	67492982	67545645	NA	NA
CNVR_798	20	68371234	68409410	NA	NA
CNVR_799	20	69362976	69379193	NA	NA
CNVR_800	20	70604423	71835589	15	IRX4,NDUFS6,LPCAT1,CLPTM1L,TERT,SLC6A18,MIR12015,BRD9,TPPP,SLC9A3,EXOC3,AHRR,PDCD6,SDHA,CCDC127
CNVR_801	21	29987	371968	NA	NA
CNVR_802	21	3685123	3820824	NA	NA
CNVR_803	21	12020836	12247673	NA	NA
CNVR_804	21	13309827	13343949	NA	NA
CNVR_805	21	17690394	17706354	NA	NA
CNVR_806	21	19657415	19765895	4	LOC522763,LOC512440,LOC618633,LOC781494
CNVR_807	21	20058560	20080310	1	LOC512150
CNVR_808	21	21319480	21433856	NA	NA
CNVR_809	21	22187070	22216183	NA	NA
CNVR_810	21	29124387	29231528	1	SNRPA1
CNVR_811	21	30353565	30380420	NA	NA
CNVR_812	21	32036695	32141178	2	RCN2,PSTPIP1
CNVR_813	21	32556363	32646958	1	HMG20A
CNVR_814	21	33054329	33122801	NA	NA
CNVR_815	21	34773019	34852830	NA	NA
CNVR_816	21	37466037	39181843	NA	NA
CNVR_817	21	41854733	41936434	NA	NA
CNVR_818	21	49609843	54445195	3	MIR2365,LRFN5,FSCB
CNVR_819	21	56486641	56528040	1	TC2N
CNVR_820	21	56957780	56964719	NA	NA
CNVR_821	21	65029870	65080143	2	EVL,MIR342
CNVR_822	21	65763116	65921326	24	MIR493,MIR665,RTL1,PEG11AS,MIR431,MIR433,MIR127,MEG8,MIR432,MIR136,MIR370,MIR379,MIR411A,MIR299,MIR299-2,MIR380,MIR411B,MIR1197,MIR323,MIR758,MIR329B,MIR329A,MIR494,MIR1193
CNVR_823	21	68643064	69808854	10	C21H14orf180,ADSSL1,SIVA1,AKT1,CLBA1,NUDT14,BTBD6,MTA1,CRIP2,CRIP1
CNVR_824	22	7051424	7112947	NA	NA
CNVR_825	22	9129405	9424056	NA	NA
CNVR_826	22	15347292	15523954	1	ANO10
CNVR_827	22	16209409	16304198	2	TOPAZ1,TCAIM
CNVR_828	22	17610020	17708467	1	RAD18
CNVR_829	22	27739097	27794255	NA	NA
CNVR_830	22	32483637	32513622	2	UBA3,TMF1
CNVR_831	22	33968386	34051582	1	SUCLG2
CNVR_832	22	34408419	34473365	1	KBTBD8
CNVR_833	22	48156339	48290928	3	SPCS1,GLT8D1,PBRM1
CNVR_834	22	48907762	49184065	12	RPL29,ACY1,ABHD14B,PCBP4,GPR62,RRP9,IQCF1,IQCF5,IQCF2,LOC100125949,GRM2,TEX264
CNVR_835	22	56788186	56811695	1	PPARG-TSEN2
CNVR_836	22	58236823	59004418	5	HDAC11,NUP210,IQSEC1,ACAD9,EFCC1
CNVR_837	22	59386439	59499648	1	EEFSEC
CNVR_838	22	59789766	60710593	10	MGLL,ABTB1,TPRA1,CHCHD6,TXNRD3,C22H3orf22,CHST13,ALDH1L1,KLF15,CFAP100
CNVR_839	23	591944	713131	NA	NA
CNVR_840	23	11303403	11415970	2	CMTR1,CCDC167
CNVR_841	23	14835189	14866127	NA	NA
CNVR_842	23	16521600	16640000	5	PTCRA,CNPY3,GNMT,PEX6,PPP2R5D
CNVR_843	23	21508598	21560621	NA	NA
CNVR_844	23	24836032	24892466	1	EFHC1
CNVR_845	23	25560755	25730370	6	BOLA-DQA2,BOLA-DQB,BOLA-DQA5,BLA-DQB,LOC100848815,BOLA-DRB3
CNVR_846	23	25929681	26556968	NA	NA
CNVR_847	23	26634448	26948249	NA	NA
CNVR_848	23	27494111	27795168	30	SLC44A4,NEU1,HSPA1A,HSPA1L,LSM2,VWA7,SAPCD1,MSH5,CLIC1,DDAH2,MPIG6B,LY6G6C,LY6G6E,LY6G6F,ABHD16A,LY6G5B,CSNK2B,GPANK1,C23H6orf47,APOM,BAG6,PRRC2A,NCR3,AIF1,TNF,LTA,NFKBIL1,ATP6V1G2,DDX39B,MGC126945
CNVR_849	23	27998654	28085043	4	CCHCR1,PSORS1C2,CDSN,LOC616942
CNVR_850	23	28501615	28560191	3	LOC512672,BOLA,BOLA-NC1
CNVR_851	23	29055109	29075438	NA	NA
CNVR_852	23	29108839	29325564	3	MIR12033,UBD,OR12D2
CNVR_853	23	30735048	30830954	NA	NA
CNVR_854	23	30946459	30992726	1	HIST1H2BB
CNVR_855	23	31580954	31945721	11	BTN1A1,HIST1H1D,HIST1H1E,LOC617875,HIST1H2BD,HIST1H2AC,MIR6531,HFE,HIST1H1C,H4,TRIM38
CNVR_856	23	35765336	35833673	NA	NA
CNVR_857	23	39432260	39464065	1	TPMT
CNVR_858	23	43199690	43271085	1	TBC1D7
CNVR_859	24	3251225	3263755	NA	NA
CNVR_860	24	5410837	5475046	NA	NA
CNVR_861	24	9887108	10004070	NA	NA
CNVR_862	24	11323276	11424841	NA	NA
CNVR_863	24	12855197	13028152	NA	NA
CNVR_864	24	13157934	13199115	NA	NA
CNVR_865	24	16546106	16592238	NA	NA
CNVR_866	24	20757957	20803435	1	FHOD3
CNVR_867	24	24293597	24332155	NA	NA
CNVR_868	24	26069138	29019019	2	DSC3,CDH2
CNVR_869	24	38270530	38309166	NA	NA
CNVR_870	24	41383914	41529798	1	NDUFV2
CNVR_871	24	42101316	42170842	NA	NA
CNVR_872	24	43657134	43754506	NA	NA
CNVR_873	24	49057452	49089270	1	DYM
CNVR_874	24	50413316	50464102	1	ME2
CNVR_875	24	51887107	51918535	NA	NA
CNVR_876	24	53687442	53742189	1	POLI
CNVR_877	24	57893434	57927929	NA	NA
CNVR_878	24	59955268	59990135	NA	NA
CNVR_879	25	208098	1769456	70	HBM,HBA,HBQ1,LUC7L,FAM234A,RGS11,ARHGDIG,PDIA2,AXIN1,MRPL28,TMEM8A,NME4,DECR2,RAB40C,WFIKKN1,METTL26,MCRIP2,RHOT2,LOC516108,STUB1,WDR24,FBXL16,METRN,FAM173A,HAGHL,CIAO3,MSLN,RPUSD1,CHTF18,GNG13,LMF1,TEKT4,LOC786948,TPSB2,UBE2I,TSR3,GNPTG,C25H16orf91,CLCN7,TMEM204,CRAMP1,JPT2,MAPK8IP3,NME3,MRPS34,SPSB3,NUBP2,IGFALS,HAGH,FAHD1,MSRB1,RPL3L,NDUFB10,RPS2,RNF151,TBL3,GFER,SYNGR3,SLC9A3R2,NTHL1,MIR1225,RAB26,TRAF7,MLST8,PGP,MIR1842,MIR2382,E4F1,DNASE1L2,ECI1
CNVR_880	25	2337264	2422717	1	PAQR4
CNVR_881	25	9559212	9628737	1	DEXI
CNVR_882	25	10046944	10097205	NA	NA
CNVR_883	25	13475146	13533742	1	PARN
CNVR_884	25	16449087	16538323	1	SMG1
CNVR_885	25	17246991	17275840	1	VPS35L
CNVR_886	25	35847022	36012574	10	EPO,POP7,GIGYF1,GNB2,ACTL6B,TFR2,MOSPD3,PCOLCE,LRCH4,AGFG2
CNVR_887	25	36067948	36088574	2	TSC22D4,C25H7orf61
CNVR_888	25	39845396	39893062	NA	NA
CNVR_889	25	40583579	42056885	29	GNA12,BRAT1,MIR11980,LFNG,MIR12029,GRIFIN,CHST12,MIR12019,EIF3B,SNX8,MRM2,MAD1L1,ELFN1,PSMG3,TMEM184A,MAFK,INTS1,MICALL2,UNCX,ZFAND2A,C25H7orf50,GPR146,MIR2389,MIR339A,COX19,ADAP1,GET4,PRKAR1B,PDGFA
CNVR_890	26	2404154	2441939	NA	NA
CNVR_891	26	2969887	3026509	NA	NA
CNVR_892	26	3629605	3703194	NA	NA
CNVR_893	26	4672743	4825731	NA	NA
CNVR_894	26	11301013	11410969	1	KIF20B
CNVR_895	26	13723590	13779378	2	CPEB3,MARCH5
CNVR_896	26	15995830	16012895	1	TBC1D12
CNVR_897	26	17667270	17714604	2	DNTT,OPALIN
CNVR_898	26	21840164	21919481	2	LZTS2,SFXN3
CNVR_899	26	22144981	22386818	4	BTRC,POLL,DPCD,FBXW4
CNVR_900	26	25470807	25532406	1	SORCS3
CNVR_901	26	27737887	27804094	1	SORCS1
CNVR_902	26	28385806	28572377	NA	NA
CNVR_903	26	30679250	30703028	1	ADD3
CNVR_904	26	32977874	33046991	1	VTI1A
CNVR_905	26	35555953	35700362	NA	NA
CNVR_906	26	35829748	35904911	NA	NA
CNVR_907	26	47838401	47896501	NA	NA
CNVR_908	26	50637350	51091399	1	ADGRA1
CNVR_909	26	51488076	51659347	NA	NA
CNVR_910	27	3357687	3431190	NA	NA
CNVR_911	27	7940961	8009249	NA	NA
CNVR_912	27	9173141	13392895	1	TENM3
CNVR_913	27	16390789	19160261	2	FAT1,TRIML1
CNVR_914	27	20207643	23270710	4	FGF20,MSR1,TUSC3,MIR383
CNVR_915	27	23542996	23627544	NA	NA
CNVR_916	27	27374693	32180839	8	NRG1,FUT10,MAK16,TTI2,RNF122,DUSP26,UNC5D,KCNU1
CNVR_917	27	34176183	34272250	2	ADAM9,ADAM32
CNVR_918	27	34335782	34422117	1	ADAM32
CNVR_919	27	41219117	41235779	NA	NA
CNVR_920	27	43859630	43910265	NA	NA
CNVR_921	27	45338225	45500252	NA	NA
CNVR_922	28	27751	466053	NA	NA
CNVR_923	28	2101546	2141009	1	GALNT2
CNVR_924	28	3778869	3789749	NA	NA
CNVR_925	28	7978983	8204918	4	ARID4B,GGPS1,TBCE,B3GALNT2
CNVR_926	28	8481056	8554468	2	LYST,MIR11982
CNVR_927	28	9798692	12499570	4	MIR2285AG,MIR2285BL,ZP4,CHRM3
CNVR_928	28	18916753	19430612	2	NRBF2,JMJD1C
CNVR_929	28	19507984	19563947	1	JMJD1C
CNVR_930	28	20251683	24082828	2	CTNNA3,LRRTM3
CNVR_931	28	24340626	25229809	12	SIRT1,HERC4,PBLD,MIR6533,HNRNPH3,RUFY2,DNA2,SLC25A16,CCAR1,STOX1,DDX50,DDX21
CNVR_932	28	28501081	29240599	7	MICU1,MCU,OIT3,P4HA1,NUDT13,ECD,FAM149B1
CNVR_933	28	29872623	30439777	3	VCL,AP3M1,ADK
CNVR_934	28	34488152	34503680	NA	NA
CNVR_935	28	34851742	34875430	NA	NA
CNVR_936	28	35979341	36059676	NA	NA
CNVR_937	28	44038721	44071166	2	NCOA4,MSMB
CNVR_938	28	44584170	44615642	2	RASSF4,DEPP1
CNVR_939	29	9400987	9599143	1	PICALM
CNVR_940	29	12454354	12480062	NA	NA
CNVR_941	29	12993313	15683108	NA	NA
CNVR_942	29	16816497	16846552	NA	NA
CNVR_943	29	19098109	21974417	1	LUZP2
