Chr	bin	name	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	ID	i.Start	i.End	Frequency	n_Sample	0	1	3	4	Type	Length	Check_gene
15																CNVR_553	57620485	57733709	1	1		1			Loss	113225	Non_gene
15																CNVR_554	62630856	62647758	1	1			1		Gain	16903	Non_gene
15																CNVR_555	69070978	69124726	1	1			1		Gain	53749	Non_gene
15																CNVR_556	70597937	70921852	2	2		1	1		Mixed	323916	Non_gene
15																CNVR_557	71069477	71363838	5	5		4	1		Mixed	294362	Non_gene
15	143	NM_001144083	+	74303495	74321503	74303495	74320826	13	74303495,74304743,74305300,74305893,74308337,74308970,74310171,74311423,74313303,74314235,74316017,74316598,74320803,	74303657,74304837,74305366,74306045,74308544,74309075,74310261,74311605,74313397,74314292,74316094,74316735,74321503,	0	API5	incmpl	cmpl	0,0,1,1,0,0,0,0,2,0,0,2,1,	CNVR_558	74297570	74365136	1	1		1			Loss	67567	Has_gene
15	17	NM_001205309	+	74332059	74459005	74332059	74457996	24	74332059,74356385,74363343,74364156,74364498,74369839,74370482,74371064,74372652,74374357,74376270,74377920,74378192,74379525,74379739,74387640,74419052,74419835,74426521,74428737,74429818,74454289,74455862,74457864,	74332218,74356475,74363513,74364268,74364630,74369949,74370627,74371204,74372813,74374470,74376417,74378036,74378358,74379603,74379964,74387827,74419312,74419989,74426642,74428897,74429902,74454409,74456006,74459005,	0	TTC17	cmpl	cmpl	0,0,0,2,0,0,2,0,2,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,	CNVR_558	74297570	74365136	1	1		1			Loss	67567	Has_gene
15																CNVR_559	74461397	74518742	1	1		1			Loss	57346	Non_gene
15																CNVR_560	80033854	80069939	1	1		1			Loss	36086	Non_gene
15																CNVR_561	80280657	80842722	56	56	2	30	24		Mixed	562066	Non_gene
15																CNVR_562	80991339	81076017	3	3		1	2		Mixed	84679	Non_gene
15																CNVR_563	81488498	81513752	1	1			1		Gain	25255	Non_gene
15	1235	NM_001145397	-	85246726	85273513	85246888	85265434	8	85246726,85250969,85252865,85259988,85263187,85265389,85271400,85273210,	85246923,85251090,85252985,85260045,85263331,85265484,85271490,85273513,	0	LOC100271685	cmpl	cmpl	1,0,0,0,0,0,-1,-1,	CNVR_564	85132419	85272311	1	1			1		Gain	139893	Has_gene
16																CNVR_565	2306627	2321416	1	1			1		Gain	14790	Non_gene
16	78	NM_001033936	-	5486704	6172566	5486918	6172520	23	5486704,5488552,5496217,5497452,5499876,5502481,5502703,5540680,5548082,5551006,5551297,5552394,5556621,5558352,5572765,5903317,5907229,6141361,6147076,6151930,6154926,6155371,6172462,	5487115,5488735,5496391,5497629,5500039,5502685,5502707,5540860,5548262,5551186,5551483,5552571,5556798,5558535,5572942,5903506,5907403,6141532,6147268,6152007,6155032,6155557,6172566,	0	CFH	cmpl	cmpl	1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,	CNVR_566	5584314	6125517	16	16	1	13	2		Mixed	541204	Has_gene
16	78	NM_001105027	-	5517502	5876374	5517712	5876299	7	5517502,5518335,5847771,5852811,5868890,5869491,5876241,	5517909,5518518,5847945,5853021,5869067,5869680,5876374,	0	LOC790886	cmpl	cmpl	1,1,1,1,1,1,0,	CNVR_566	5584314	6125517	16	16	1	13	2		Mixed	541204	Has_gene
16																CNVR_567	8405022	8457522	4	4		1	3		Mixed	52501	Non_gene
16																CNVR_568	10859069	10958964	1	1		1			Loss	99896	Non_gene
16																CNVR_569	15118639	15537023	6	6		2	4		Mixed	418385	Non_gene
16																CNVR_570	16788521	16880383	3	3		3			Loss	91863	Non_gene
16	98	NM_001038161	+	26998679	27209884	27161601	27209688	8	26998679,27134208,27161584,27198319,27205513,27206784,27207281,27209551,	26998774,27134281,27162110,27198349,27205637,27206912,27207379,27209884,	0	DISP1	cmpl	cmpl	-1,-1,0,2,2,0,2,1,	CNVR_571	27091029	27164390	1	1		1			Loss	73362	Has_gene
16	800	NM_001034338	+	28231306	28245551	28231387	28245380	5	28231306,28234833,28240040,28242150,28245352,	28231456,28234902,28240153,28242291,28245551,	0	CNIH4	cmpl	cmpl	0,0,0,2,2,	CNVR_572	28229247	28270797	1	1		1			Loss	41551	Has_gene
16	800	NM_001077059	-	28258331	28291746	28259030	28291746	13	28258331,28261861,28265552,28265953,28266319,28268361,28271599,28277612,28281437,28283009,28285840,28291460,28291665,	28259056,28262047,28265682,28266032,28266465,28268481,28271740,28277751,28281594,28283107,28285977,28291565,28291746,	0	WDR26	cmpl	cmpl	1,1,0,2,0,0,0,2,1,2,0,0,0,	CNVR_572	28229247	28270797	1	1		1			Loss	41551	Has_gene
16																CNVR_573	28863840	28949332	2	2		2			Loss	85493	Non_gene
16	102	NM_001192937	-	30708031	31000733	30708638	31000471	37	30708031,30709411,30711826,30719845,30720631,30723683,30726228,30728287,30730109,30731037,30733338,30734720,30735549,30737932,30740871,30763816,30766258,30767888,30768444,30771737,30784040,30784061,30789881,30804189,30804559,30810547,30823343,30834184,30837443,30838077,30840225,30852566,30873112,30889715,30903025,30946871,31000293,	30708770,30709569,30711944,30719963,30720755,30723768,30726326,30728881,30730172,30731254,30733420,30734860,30735686,30738038,30740955,30763893,30766350,30768037,30768550,30771862,30784061,30784145,30790129,30804300,30804802,30810681,30823466,30834351,30837523,30838326,30840426,30852660,30873261,30889811,30903109,30946963,31000733,	0	CDC42BPA	cmpl	cmpl	0,1,0,2,1,0,1,1,1,0,2,0,1,0,0,1,2,0,2,0,0,2,0,0,0,1,1,2,0,0,0,2,0,0,0,1,0,	CNVR_574	30962706	31255320	1	1		1			Loss	292615	Has_gene
16	102	NM_001192036	+	31177714	31256531	31177714	31254973	35	31177714,31184005,31187521,31193269,31195207,31196726,31198154,31200100,31200318,31200917,31201835,31208232,31209385,31210639,31211440,31212408,31214040,31214320,31215237,31215929,31226248,31226473,31227272,31227879,31228361,31232067,31233702,31234585,31239667,31241717,31242772,31244484,31250836,31252029,31254783,	31177835,31184259,31187702,31193477,31195324,31196811,31198305,31200233,31200500,31200979,31201964,31208323,31209475,31210780,31211545,31212502,31214164,31214377,31215384,31216117,31226393,31226605,31227423,31228030,31228469,31232260,31233906,31235000,31239791,31241815,31242981,31246318,31250970,31252112,31256531,	0	AHCTF1	cmpl	cmpl	0,1,0,1,2,2,0,1,2,1,0,0,1,1,1,1,2,0,0,0,2,0,0,1,2,2,0,0,1,2,1,0,1,0,2,	CNVR_574	30962706	31255320	1	1		1			Loss	292615	Has_gene
16	1	NM_001167809	+	33528214	33561118	33528315	33560035	13	33528214,33542799,33543709,33545708,33546626,33546966,33548096,33550875,33552202,33553515,33554871,33558495,33559982,	33528498,33542902,33543778,33545759,33546693,33547074,33548178,33551002,33552357,33553640,33554969,33558645,33561118,	0	ADSS	cmpl	cmpl	0,0,1,1,1,2,2,0,1,0,2,1,1,	CNVR_575	33515802	33613674	1	1		1			Loss	97873	Has_gene
16	841	NM_001077054	-	33563645	33599728	33563688	33590538	5	33563645,33574389,33581224,33590482,33599641,	33563780,33574562,33581320,33590551,33599728,	0	C16H1orf100	cmpl	cmpl	1,2,2,0,-1,	CNVR_575	33515802	33613674	1	1		1			Loss	97873	Has_gene
16	105	NM_001191309	+	34132647	34404652	34132688	34404357	13	34132647,34260886,34292607,34298317,34312889,34320990,34321513,34345928,34353165,34363703,34371075,34395867,34404271,	34132734,34261012,34292719,34298462,34313021,34321056,34321582,34346051,34353294,34363918,34371163,34395970,34404652,	0	AKT3	cmpl	cmpl	0,1,1,2,0,0,0,0,0,0,2,0,1,	CNVR_576	34094009	34354132	6	6		6			Loss	260124	Has_gene
16	970	NM_001079790	+	50472097	50478063	50472162	50477579	4	50472097,50475704,50476571,50477465,	50472177,50475815,50477045,50478063,	0	C16H1orf174	cmpl	cmpl	0,0,0,0,	CNVR_577	50414751	50966489	4	4		4			Loss	551739	Has_gene
16	970	NM_001035109	-	50480285	50494637	50481282	50494526	7	50480285,50485888,50487259,50488543,50489394,50492412,50494403,	50481517,50485989,50487430,50488623,50489583,50492539,50494637,	0	DFFB	cmpl	cmpl	2,0,0,1,1,0,0,	CNVR_577	50414751	50966489	4	4		4			Loss	551739	Has_gene
16	970	NR_030869	+	50502446	50502521	50502521	50502521	1	50502446,	50502521,	0	MIR2320	unk	unk	-1,	CNVR_577	50414751	50966489	4	4		4			Loss	551739	Has_gene
16	970	NM_001102298	+	50540188	50551323	50540194	50549719	7	50540188,50546662,50547812,50548483,50548897,50549238,50549470,	50540812,50547115,50547929,50548599,50549000,50549328,50551323,	0	LRRC47	cmpl	cmpl	0,0,0,0,2,0,0,	CNVR_577	50414751	50966489	4	4		4			Loss	551739	Has_gene
16	970	NM_001163727	-	50553080	50556851	50553865	50554359	4	50553080,50554246,50556376,50556794,	50553992,50554373,50556501,50556851,	0	SMIM1	cmpl	cmpl	2,0,-1,-1,	CNVR_577	50414751	50966489	4	4		4			Loss	551739	Has_gene
16	971	NM_001193006	+	50674471	50686445	50674522	50686259	12	50674471,50678296,50678934,50681129,50682162,50682929,50683320,50683530,50684562,50685315,50685780,50686116,	50674591,50678449,50679051,50681202,50682266,50683016,50683455,50683608,50684662,50685441,50685972,50686445,	0	WRAP73	cmpl	cmpl	0,0,0,0,1,0,0,0,0,1,1,1,	CNVR_577	50414751	50966489	4	4		4			Loss	551739	Has_gene
16	971	NM_001076418	-	50687997	50690792	50688316	50690792	5	50687997,50689146,50690164,50690418,50690635,	50688511,50689300,50690341,50690510,50690792,	0	TPRG1L	cmpl	incmpl	0,2,2,0,2,	CNVR_577	50414751	50966489	4	4		4			Loss	551739	Has_gene
16	972	NR_031182	+	50741092	50741186	50741186	50741186	1	50741092,	50741186,	0	MIR551A	unk	unk	-1,	CNVR_577	50414751	50966489	4	4		4			Loss	551739	Has_gene
16	972	NM_001101998	-	50811133	50824446	50811692	50821143	13	50811133,50812830,50813461,50814437,50814807,50816943,50817363,50818202,50818477,50821078,50821657,50823292,50824401,	50811832,50812932,50813535,50814626,50814959,50817036,50817438,50818332,50818630,50821239,50821714,50823462,50824446,	0	ARHGEF16	cmpl	cmpl	1,1,2,2,0,0,0,2,2,0,-1,-1,-1,	CNVR_577	50414751	50966489	4	4		4			Loss	551739	Has_gene
16																CNVR_578	51095203	51214395	2	2			2		Gain	119193	Non_gene
16	976	NM_001038115	-	51277883	51279299	51277972	51279106	1	51277883,	51279299,	0	ACTRT2	cmpl	cmpl	0,	CNVR_579	51267407	51460884	1	1			1		Gain	193478	Has_gene
16	1017	NM_001102222	+	56660855	56688619	56661435	56687612	18	56660855,56661374,56662195,56663550,56665359,56665847,56667395,56669199,56671392,56672286,56673124,56674585,56677546,56681299,56683973,56684384,56686419,56687397,	56661101,56661553,56662295,56663617,56665461,56665943,56667519,56669246,56671499,56672356,56673304,56674693,56677609,56681452,56684192,56684495,56686495,56688619,	0	DARS2	cmpl	cmpl	-1,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,	CNVR_580	56668701	56803437	3	3		3			Loss	134737	Has_gene
16	1017	NM_001206272	+	56696965	56706787	56696965	56706787	3	56696965,56699564,56706298,	56697888,56699664,56706787,	0	ZBTB37	cmpl	cmpl	0,2,0,	CNVR_580	56668701	56803437	3	3		3			Loss	134737	Has_gene
16	1017	NM_001034698	-	56723666	56734280	56723738	56734211	7	56723666,56726570,56727549,56730014,56730964,56731842,56734170,	56723915,56726635,56727940,56730152,56731180,56732212,56734280,	0	SERPINC1	cmpl	cmpl	0,1,0,0,0,2,0,	CNVR_580	56668701	56803437	3	3		3			Loss	134737	Has_gene
16	128	NM_001205841	+	57788140	57848388	57788140	57847627	18	57788140,57789991,57791681,57796300,57797791,57808557,57812730,57816843,57818975,57821007,57825427,57828281,57829406,57830210,57835688,57836701,57844546,57847486,	57788546,57790366,57791945,57796486,57797881,57808821,57812994,57817107,57819239,57821271,57825691,57828412,57829539,57830362,57835785,57836869,57844710,57848388,	0	TNN	cmpl	cmpl	0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,	CNVR_581	57829170	57855149	1	1			1		Gain	25980	Has_gene
16	1050	NR_107830	+	61026457	61026543	61026543	61026543	1	61026457,	61026543,	0	MIR2285X	unk	unk	-1,	CNVR_582	61020819	61064265	1	1		1			Loss	43447	Has_gene
16	132	NM_001034206	+	62068138	62128365	62080544	62127908	16	62068138,62080539,62094279,62112152,62113657,62115006,62115868,62117791,62119880,62120249,62121340,62122712,62124043,62125191,62125884,62127851,	62068251,62080668,62094338,62112301,62113717,62115114,62116151,62117870,62119962,62120295,62121470,62122810,62124142,62125327,62126030,62128365,	0	SOAT1	cmpl	cmpl	-1,0,1,0,2,2,2,0,1,2,0,1,0,0,1,0,	CNVR_583	61995348	62220133	18	18			18		Gain	224786	Has_gene
16																CNVR_584	63687923	63721883	1	1			1		Gain	33961	Non_gene
16	1125	NM_001075899	+	70886829	70890746	70886880	70890294	2	70886829,70889475,	70887510,70890746,	0	GPR37L1	cmpl	cmpl	0,0,	CNVR_585	70882322	70906202	1	1			1		Gain	23881	Has_gene
16	1125	NM_001040576	-	70902205	70909302	70903353	70909043	8	70902205,70904119,70905113,70905796,70906120,70907403,70908546,70908881,	70903447,70904233,70905271,70905907,70906258,70907480,70908631,70909302,	0	PTPN7	cmpl	cmpl	2,2,0,0,0,1,0,0,	CNVR_585	70882322	70906202	1	1			1		Gain	23881	Has_gene
16	141	NM_001193232	-	71413973	71455068	71413973	71455068	4	71413973,71440279,71446387,71453341,	71414159,71440474,71446493,71455068,	0	PROX1	cmpl	cmpl	0,0,2,0,	CNVR_586	71349209	71431541	1	1			1		Gain	82333	Has_gene
16	147	NM_001192482	+	78094757	78320235	78094768	78320235	12	78094757,78156980,78176213,78179239,78186017,78249542,78256918,78258692,78266130,78269481,78273775,78320019,	78094838,78157562,78176409,78179379,78186200,78250502,78257466,78258858,78267040,78269610,78273902,78320235,	0	CRB1	cmpl	cmpl	0,1,1,2,1,1,1,0,1,2,2,0,	CNVR_587	78059640	78134822	1	1		1			Loss	75183	Has_gene
16																CNVR_588	78498476	78553509	1	1		1			Loss	55034	Non_gene
17																CNVR_589	6780652	6834140	2	2			2		Gain	53489	Non_gene
17																CNVR_590	6875650	7144481	3	3		3			Loss	268832	Non_gene
17																CNVR_591	8815216	8940106	3	3		2	1		Mixed	124891	Non_gene
17																CNVR_592	21319214	21627514	4	4		4			Loss	308301	Non_gene
17																CNVR_593	22889724	23431642	9	9		8	1		Mixed	541919	Non_gene
17																CNVR_594	23903929	23942252	1	1			1		Gain	38324	Non_gene
17																CNVR_595	24308458	24539327	4	4		4			Loss	230870	Non_gene
17																CNVR_596	26793994	26896170	1	1		1			Loss	102177	Non_gene
17																CNVR_597	27097698	27452276	7	7		5	2		Mixed	354579	Non_gene
17																CNVR_598	32096554	32160025	1	1		1			Loss	63472	Non_gene
17																CNVR_599	34933710	35050237	1	1		1			Loss	116528	Non_gene
17																CNVR_600	39437952	39505279	1	1		1			Loss	67328	Non_gene
17																CNVR_601	42422307	42685587	4	4		4			Loss	263281	Non_gene
17	1005	NM_001192091	-	55100594	55168932	55102026	55168891	63	55100594,55103171,55104296,55104917,55106091,55106587,55106963,55108755,55109190,55109932,55110445,55112356,55113820,55116219,55116448,55117721,55118968,55119315,55119460,55121569,55123041,55124590,55125812,55126567,55126996,55127767,55128429,55129072,55129763,55130491,55131574,55136207,55137358,55138920,55140615,55141187,55141434,55142235,55142762,55142996,55144119,55144318,55144560,55145407,55148380,55149748,55150187,55150367,55155126,55155294,55155465,55156626,55157249,55157801,55158130,55158547,55159617,55159963,55161496,55162995,55163923,55167981,55168762,	55102044,55103262,55104442,55105007,55106221,55106651,55107018,55108812,55109286,55110068,55110564,55112435,55113867,55116329,55116659,55117795,55119185,55119374,55119632,55121659,55123249,55124700,55125929,55126696,55127101,55127931,55128486,55129211,55129861,55130664,55131855,55136275,55137431,55139040,55140750,55141287,55141538,55142334,55142906,55143113,55144215,55144375,55144704,55145519,55148442,55149802,55150277,55150493,55155202,55155360,55155509,55156725,55157304,55157917,55158183,55158641,55159728,55159998,55161574,55163074,55164039,55168102,55168932,	0	KNTC1	cmpl	cmpl	0,2,0,0,2,1,0,0,0,2,0,2,0,1,0,1,0,1,0,0,2,0,0,0,0,1,1,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,2,0,1,0,0,1,1,0,1,0,0,	CNVR_602	55118382	55314133	2	2		2			Loss	195752	Has_gene
17	125	NM_001102146	+	55171374	55187332	55177323	55186527	11	55171374,55175298,55176413,55177253,55178862,55179544,55180770,55183260,55184642,55185219,55186347,	55171487,55175360,55176457,55177331,55179075,55179748,55180893,55183340,55184875,55185309,55187332,	0	RSRC2	cmpl	cmpl	-1,-1,-1,0,2,2,2,2,1,0,0,	CNVR_602	55118382	55314133	2	2		2			Loss	195752	Has_gene
17	1006	NM_001205690	+	55192988	55215050	55192988	55213770	14	55192988,55194419,55198054,55200046,55201291,55203550,55203767,55204395,55204923,55205963,55208912,55210724,55211067,55212988,	55193187,55194462,55198129,55200152,55201366,55203654,55203833,55204456,55205066,55206106,55209034,55210811,55211185,55215050,	0	ZCCHC8	cmpl	cmpl	0,1,2,2,0,0,2,2,0,2,1,0,0,1,	CNVR_602	55118382	55314133	2	2		2			Loss	195752	Has_gene
17	125	NM_001192823	+	55245236	55360147	55276055	55358495	25	55245236,55275945,55280381,55291943,55293291,55297219,55298272,55300378,55305471,55309211,55312144,55314421,55315680,55316688,55318739,55319012,55325067,55327264,55332551,55347728,55354178,55354375,55355012,55357345,55358269,	55245327,55276140,55280953,55292068,55293514,55297417,55298376,55300439,55305576,55310156,55312261,55314479,55315764,55316845,55318905,55319228,55325184,55327371,55332672,55347781,55354296,55354526,55355062,55357470,55360147,	0	CLIP1	cmpl	cmpl	-1,0,1,0,2,0,0,2,0,0,0,0,1,1,2,0,0,0,2,0,2,0,1,0,2,	CNVR_602	55118382	55314133	2	2		2			Loss	195752	Has_gene
17	126	NM_001081525	+	56311096	56409528	56316466	56408960	19	56311096,56316445,56317137,56317777,56322987,56325684,56326064,56327256,56333688,56335116,56345573,56372805,56380079,56381176,56399693,56400793,56400942,56405505,56408777,	56311127,56316610,56317241,56317958,56323077,56325750,56326175,56327341,56333852,56335212,56345720,56372955,56380208,56381266,56399780,56400865,56401028,56405551,56409528,	0	IFT81	cmpl	cmpl	-1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,	CNVR_603	56310258	56514551	1	1		1			Loss	204294	Has_gene
17	126	NM_001191430	+	56458749	56512895	56458839	56511805	19	56458749,56459653,56459760,56467432,56471051,56492628,56493616,56498397,56499117,56500069,56505222,56505435,56506318,56507651,56508288,56510269,56510637,56511334,56511535,	56458957,56459671,56459843,56467537,56471190,56492714,56494081,56498486,56499220,56500201,56505345,56505654,56506654,56507872,56508491,56510355,56510771,56511452,56512895,	0	ATP2A2	cmpl	cmpl	0,1,1,0,0,1,0,0,2,0,0,0,0,0,2,1,0,2,0,	CNVR_603	56310258	56514551	1	1		1			Loss	204294	Has_gene
17	1038	NM_001075357	+	59422962	59437371	59423014	59436555	8	59422962,59430146,59430538,59433354,59434583,59435462,59435686,59436392,	59423202,59430391,59430670,59433455,59434756,59435573,59435794,59437371,	0	WSB2	cmpl	cmpl	0,2,1,1,0,2,2,2,	CNVR_604	59344670	59449631	7	7			5	2	Gain	104962	Has_gene
17	1038	NM_001075358	-	59438186	59448901	59441409	59448819	9	59438186,59442093,59442590,59443392,59444752,59445482,59446729,59447133,59448757,	59441570,59442223,59442672,59443552,59444826,59445562,59446866,59447198,59448901,	0	RFC5	cmpl	cmpl	1,0,2,1,2,0,1,2,0,	CNVR_604	59344670	59449631	7	7			5	2	Gain	104962	Has_gene
17	131	NM_001369918	+	60900482	61147942	60900482	61145243	30	60900482,61011966,61025005,61084920,61087561,61088143,61092503,61094786,61098250,61099772,61100960,61101366,61108035,61112878,61113593,61117611,61122280,61123063,61125091,61126001,61127181,61128462,61133773,61134185,61137148,61138096,61139415,61142223,61144031,61145110,	60900721,61012051,61025089,61085066,61087756,61088332,61092669,61094891,61098979,61099998,61101063,61101491,61108135,61113096,61113799,61118549,61122460,61123287,61125284,61126428,61127401,61128651,61133997,61134328,61137307,61138273,61139573,61142385,61144144,61147942,	0	MED13L	incmpl	cmpl	2,1,2,2,1,1,1,2,2,2,0,1,0,1,0,2,1,1,0,1,2,0,0,2,1,1,1,0,0,2,	CNVR_605	60881278	61082159	1	1		1			Loss	200882	Has_gene
17																CNVR_606	67975896	68052478	1	1		1			Loss	76583	Non_gene
17	1144	NM_001206623	+	73292732	73297355	73293102	73297249	5	73292732,73294185,73294761,73295819,73297051,	73293214,73294273,73294912,73295996,73297355,	0	GSTT4	cmpl	cmpl	0,1,2,0,0,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	1144	NM_001046232	+	73300144	73307793	73300187	73307534	5	73300144,73302513,73303742,73306979,73307339,	73300299,73302601,73303893,73307156,73307793,	0	GSTT1	cmpl	cmpl	0,1,2,0,0,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	1144	NM_001075738	+	73309906	73315353	73309973	73315131	5	73309906,73311424,73311989,73314462,73314939,	73310085,73311512,73312140,73314639,73315353,	0	GSTT2	cmpl	cmpl	0,1,2,0,0,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	1144	NM_001099150	+	73316335	73319009	73316373	73318851	3	73316335,73316839,73318778,	73316481,73317015,73319009,	0	DDT	cmpl	cmpl	0,0,2,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	1144	NR_036360	+	73346079	73346140	73346140	73346140	1	73346079,	73346140,	0	MIR2893	unk	unk	-1,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	1145	NM_001205675	+	73408383	73415956	73408383	73415046	15	73408383,73410153,73410532,73411080,73411684,73411986,73412399,73412563,73412905,73413146,73413610,73413970,73414378,73414789,73415021,	73408459,73410361,73410684,73411248,73411859,73412188,73412485,73412832,73413049,73413305,73413859,73414243,73414555,73414892,73415956,	0	SUSD2	cmpl	cmpl	0,1,2,1,1,2,0,2,1,1,1,1,1,1,2,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	1145	NM_001191219	-	73425745	73434932	73426033	73434932	12	73425745,73427051,73427291,73427525,73428099,73428549,73429424,73430052,73430817,73431881,73432201,73434759,	73426180,73427162,73427422,73427671,73428290,73428686,73429571,73430210,73431013,73431977,73432332,73434932,	0	GGT5	cmpl	cmpl	0,0,1,2,0,1,1,2,1,1,2,0,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	1145	NM_001206214	-	73437662	73453652	73437808	73447182	15	73437662,73438392,73438589,73438792,73439066,73441133,73441562,73442602,73442963,73446166,73446334,73447021,73447637,73452711,73453624,	73437955,73438506,73438702,73438920,73439254,73441270,73441712,73442760,73443156,73446253,73446465,73447185,73447805,73452829,73453652,	0	GGT1	cmpl	cmpl	0,0,1,2,0,1,1,2,1,1,2,0,-1,-1,-1,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	1145	NM_001076479	-	73479561	73484880	73479720	73484861	4	73479561,73481181,73481341,73484735,	73479782,73481337,73481374,73484880,	0	SNRPD3	cmpl	cmpl	1,1,0,0,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	1145	NM_001098044	+	73486796	73498183	73486875	73496152	7	73486796,73486889,73491522,73492266,73493414,73495320,73496060,	73486886,73486925,73491607,73492432,73493506,73495562,73498183,	0	GUCD1	cmpl	cmpl	0,1,1,2,0,2,1,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	1145	NM_001101050	-	73500517	73527334	73500828	73527313	10	73500517,73502389,73503831,73504907,73509502,73510705,73515276,73519751,73521372,73527209,	73500912,73502544,73503874,73504989,73509672,73510867,73515371,73519839,73521544,73527334,	0	UPB1	cmpl	cmpl	0,1,0,2,0,0,1,0,2,0,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	1146	NM_001205864	-	73595799	73658019	73596361	73658019	15	73595799,73597496,73599466,73618726,73621098,73623342,73629814,73631349,73632648,73635401,73636756,73647737,73648902,73653952,73657866,	73596451,73597556,73599583,73618829,73621255,73623426,73629905,73631441,73632812,73635577,73636830,73647945,73650539,73654106,73658019,	0	SPECC1L	cmpl	cmpl	0,0,0,2,1,1,0,1,2,0,1,0,1,0,0,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	1146	NR_031390	-	73635820	73635896	73635896	73635896	1	73635820,	73635896,	0	MIR2323	unk	unk	-1,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	1148	NM_001046575	+	73799587	73847910	73800952	73847849	8	73799587,73800907,73802692,73805359,73827429,73845976,73846423,73847610,	73799608,73801151,73802795,73805478,73827546,73846202,73846560,73847910,	0	RSPH14	cmpl	cmpl	-1,0,1,2,1,1,2,1,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	1148	NM_001205395	-	73881054	73899731	73882112	73899652	8	73881054,73882234,73883344,73884942,73889938,73891781,73894833,73899535,	73882144,73882315,73883450,73885047,73889998,73891886,73894905,73899731,	0	LOC531152	cmpl	cmpl	1,1,0,0,0,0,0,0,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	1148	NM_001319903	-	73920652	73924563	73920710	73924541	3	73920652,73921167,73924344,	73921030,73921283,73924563,	0	VPREB1	cmpl	cmpl	1,2,0,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	1149	NM_001206706	+	73938113	73951242	73941168	73951242	17	73938113,73941030,73942121,73943020,73943896,73944865,73945196,73945893,73947241,73947587,73947839,73948332,73948552,73949578,73950160,73950583,73951093,	73938149,73941238,73942253,73943127,73943971,73945062,73945353,73946007,73947332,73947742,73947945,73948479,73948726,73949707,73950310,73950684,73951242,	0	TOP3B	cmpl	incmpl	-1,0,1,1,0,0,2,0,0,1,0,1,1,1,1,1,0,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	1149	NM_175793	+	74016490	74033720	74016490	74033711	7	74016490,74018174,74023551,74027656,74028029,74032607,74033594,	74016674,74018364,74023668,74027771,74028161,74032717,74033720,	0	MAPK1	incmpl	cmpl	1,2,0,0,1,1,0,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	1149	NM_001110446	+	74049770	74053882	74049770	74053532	4	74049770,74051941,74052904,74053448,	74049934,74052042,74053045,74053882,	0	DGCR6L	incmpl	cmpl	2,1,0,0,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
17	17	NM_001075185	-	74054343	74456079	74439067	74456075	15	74054343,74439067,74442418,74442723,74442803,74443360,74444079,74444545,74445057,74445508,74445872,74447224,74447659,74451987,74455802,	74054529,74439157,74442517,74442782,74442899,74443507,74444172,74444627,74445137,74445625,74445937,74447374,74447694,74452196,74456079,	0	PRODH	incmpl	cmpl	-1,2,2,0,0,0,0,2,0,0,1,1,2,0,0,	CNVR_607	73291697	75132928	47	40		15	29	3	Mixed	1841232	Has_gene
