ID	Chr	Start	End	n_gene	gene_name
CNVR_500	13	53838879	53862891	NA	NA
CNVR_501	13	53915515	54076116	2	SIRPB1,GINS1
CNVR_502	13	54663649	55426095	16	CHRNA4,ARFGAP1,YTHDF1,MIR124B,SLC17A9,GID8,OGFR,MRGBP,NTSR1,SLCO4A1,MIR133C,MIR133A-1,MIR1-1,GATA5,RPS21,MIR2306
CNVR_503	13	55594826	55613243	NA	NA
CNVR_504	13	57876144	58099969	5	TUBB1,CTSZ,GNAS,MIR6123,MIR296
CNVR_505	13	58163971	58253335	1	NPEPL1
CNVR_506	13	66717189	66727403	1	RBL1
CNVR_507	13	67490759	67530414	2	VSTM2L,TTI1
CNVR_508	13	78238893	78282460	1	KCNB1
CNVR_509	13	82264829	82287584	NA	NA
CNVR_510	14	1651311	2239085	25	FOXH1,KIFC2,CYHR1,TONSL,VPS28,SLC39A4,CPSF1,ADCK5,SLC52A2,SCRT1,DGAT1,HSF1,MROH1,MIR1839,MAF1,SHARPIN,CYC1,GPAA1,EXOSC4,OPLAH,GRINA,MIR2309,NRBP2,PUF60,MAPK15
CNVR_511	14	2264522	2488265	7	MIR193A-2,TSTA3,VAMP2,PYCR3,EEF1D,NAPRT,GSDMD
CNVR_512	14	3153520	3548691	1	TSNARE1
CNVR_513	14	3620640	3685543	NA	NA
CNVR_514	14	19993440	20421717	NA	NA
CNVR_515	14	23638459	23685731	3	TCEA1,LYPLA1,MRPL15
CNVR_516	14	26794576	26810988	1	TOX
CNVR_517	14	26841503	26905915	1	TOX
CNVR_518	14	27408939	27463991	NA	NA
CNVR_519	14	33417077	33510162	1	ARFGEF1
CNVR_520	14	41433649	41518493	NA	NA
CNVR_521	14	53328003	53371542	NA	NA
CNVR_522	14	55219280	55910671	NA	NA
CNVR_523	14	60215944	60249222	NA	NA
CNVR_524	14	66725671	67048933	2	MIR875,MIR599
CNVR_525	14	74372426	74414864	NA	NA
CNVR_526	14	77329830	77442081	NA	NA
CNVR_527	14	78336871	78386690	NA	NA
CNVR_528	14	79178022	79315318	NA	NA
CNVR_529	14	80422782	80603981	1	RALYL
CNVR_530	14	81097513	81125493	NA	NA
CNVR_531	14	81584369	81647927	NA	NA
CNVR_532	14	83652503	83853220	2	DSCC1,DEPTOR
CNVR_533	14	84594318	84628243	NA	NA
CNVR_534	15	74750	1295957	NA	NA
CNVR_535	15	2130402	4293948	2	GRIA4,CASP4
CNVR_536	15	6612281	6679978	1	BIRC3
CNVR_537	15	10991066	11197384	NA	NA
CNVR_538	15	11439502	11715623	NA	NA
CNVR_539	15	11967665	12088152	NA	NA
CNVR_540	15	12689785	12751702	NA	NA
CNVR_541	15	18569217	18664416	1	DDX10
CNVR_542	15	20590237	20737282	1	RDX
CNVR_543	15	29871540	29985272	2	UPK2,DDX6
CNVR_544	15	38366974	38519493	1	CYP2R1
CNVR_545	15	45172230	45214807	NA	NA
CNVR_546	15	45479580	45540133	NA	NA
CNVR_547	15	46539222	46975690	3	LOC530354,LOC100125776,LOC506989
CNVR_548	15	47873132	48075574	1	LOC618803
CNVR_549	15	50409037	50444721	NA	NA
CNVR_550	15	52290626	52421203	5	TRPC2,XNDC1,MIR2317,RNF121,NUMA1
CNVR_551	15	53963778	54005235	1	RAB6A
CNVR_552	15	55459883	55502718	1	GDPD5
CNVR_553	15	56546863	56736391	2	THAP12,EMSY
CNVR_554	15	57620485	57733709	NA	NA
CNVR_555	15	62630856	62647758	NA	NA
CNVR_556	15	68021790	68058858	NA	NA
CNVR_557	15	68387254	73255004	1	MSANTD3
CNVR_558	15	74297570	74365136	2	API5,TTC17
CNVR_559	15	74461397	74518742	NA	NA
CNVR_560	15	80033854	80069939	NA	NA
CNVR_561	15	80280657	80935724	NA	NA
CNVR_562	15	80991339	81076017	NA	NA
CNVR_563	15	81488498	81513752	NA	NA
CNVR_564	15	85132419	85272311	1	LOC100271685
CNVR_565	16	2306627	2321416	NA	NA
CNVR_566	16	5584314	6125517	2	CFH,LOC790886
CNVR_567	16	6208012	6272908	NA	NA
CNVR_568	16	8405022	8457522	NA	NA
CNVR_569	16	10859069	10958964	NA	NA
CNVR_570	16	12465527	12508155	NA	NA
CNVR_571	16	15118639	15537023	NA	NA
CNVR_572	16	16788521	16880383	NA	NA
CNVR_573	16	27091029	27164390	1	DISP1
CNVR_574	16	28229247	28270797	2	CNIH4,WDR26
CNVR_575	16	28863840	28949332	NA	NA
CNVR_576	16	30962706	31255320	2	CDC42BPA,AHCTF1
CNVR_577	16	33515802	33613674	2	ADSS,C16H1orf100
CNVR_578	16	34094009	34354132	1	AKT3
CNVR_579	16	47971231	48088496	2	RNF207,KCNAB2
CNVR_580	16	50414751	50966489	9	C16H1orf174,DFFB,MIR2320,LRRC47,SMIM1,WRAP73,TPRG1L,MIR551A,ARHGEF16
CNVR_581	16	51095203	51214395	NA	NA
CNVR_582	16	51267407	51460884	1	ACTRT2
CNVR_583	16	56668701	56803437	3	DARS2,ZBTB37,SERPINC1
CNVR_584	16	57829170	57855149	1	TNN
CNVR_585	16	61020819	61064265	1	MIR2285X
CNVR_586	16	61932640	62244131	3	ABL2,SOAT1,NPHS2
CNVR_587	16	63687923	63721883	NA	NA
CNVR_588	16	70882322	70906202	2	GPR37L1,PTPN7
CNVR_589	16	71349209	71431541	1	PROX1
CNVR_590	16	78059640	78134822	1	CRB1
CNVR_591	16	78498476	78553509	NA	NA
CNVR_592	17	727200	2748831	6	MIR2285J-1,TLL1,MAP9,NPY2R,RBM46,LRAT
CNVR_593	17	6780652	6834140	NA	NA
CNVR_594	17	6875650	7144481	NA	NA
CNVR_595	17	8815216	8940106	NA	NA
CNVR_596	17	21319214	21627514	NA	NA
CNVR_597	17	22285150	22378265	NA	NA
CNVR_598	17	22889724	23431642	NA	NA
CNVR_599	17	23903929	23942252	NA	NA
CNVR_600	17	24308458	24539327	NA	NA
CNVR_601	17	25010293	25167004	1	PRAME
CNVR_602	17	26793994	26896170	NA	NA
CNVR_603	17	27097698	27484341	NA	NA
CNVR_604	17	30640617	34057200	1	ANKRD50
CNVR_605	17	34933710	35050237	NA	NA
CNVR_606	17	39437952	39505279	NA	NA
CNVR_607	17	42422307	42685587	NA	NA
CNVR_608	17	47608485	47667026	NA	NA
CNVR_609	17	50685977	51000846	NA	NA
CNVR_610	17	55118382	55314133	4	KNTC1,RSRC2,ZCCHC8,CLIP1
CNVR_611	17	56310258	56514551	2	IFT81,ATP2A2
CNVR_612	17	59344670	59449631	2	WSB2,RFC5
CNVR_613	17	60881278	61082159	1	MED13L
CNVR_614	17	67975896	68052478	NA	NA
CNVR_615	17	73291697	75132928	60	GSTT4,GSTT1,GSTT2,DDT,MIR2893,SUSD2,GGT5,GGT1,SNRPD3,GUCD1,UPB1,SPECC1L,MIR2323,RSPH14,LOC531152,VPREB1,TOP3B,MAPK1,DGCR6L,PRODH,YPEL1,PPIL2,MIR130B,MIR301B,SDF2L1,CCDC116,YDJC,UBE2L3,HIC2,PI4KA,SERPIND1,SNAP29,AIFM3,LZTR1,THAP7,TUBA3E,SLC7A4,MZT2B,SMPD4,MED15,KLHL22,ZNF74,DGCR2,TSSK1B,ESS2,SLC25A1,C17H22orf39,UFD1,CDC45,CLDN5,SEPTIN5,GNB1L,TXNRD2,COMT,ARVCF,MIR185,TANGO2,DGCR8,MIR1306,RANBP1
CNVR_616	18	2698908	2864232	4	CFDP1,CFDP2,BCNT2,TMEM170A
CNVR_617	18	5593975	5684886	2	WWOX,MIR2285AL
CNVR_618	18	12418878	12519571	1	FOXC2
CNVR_619	18	13346768	13415468	2	SLC7A5,CA5A
CNVR_620	18	13811610	13974114	4	CYBA,MVD,SNAI3,RNF166
CNVR_621	18	15547815	15883183	1	ITFG1
CNVR_622	18	16836655	16869103	1	SIAH1
CNVR_623	18	25906797	26085825	5	CNGB1,TEPP,USB1,MMP15,CFAP20
CNVR_624	18	27235807	27304159	NA	NA
CNVR_625	18	27529633	27649787	NA	NA
CNVR_626	18	27870868	28375091	NA	NA
CNVR_627	18	36757115	36895563	NA	NA
CNVR_628	18	38815705	38883296	NA	NA
CNVR_629	18	48200818	48217729	NA	NA
CNVR_630	18	57516245	57565406	1	CTU1
CNVR_631	18	61156737	61172967	NA	NA
CNVR_632	18	61206414	61241191	1	MGC139164
CNVR_633	18	61644854	61929947	1	MIR11977
CNVR_634	18	63359526	63423120	5	RPS9,TSEN34,MBOAT7,TMC4,LENG1
CNVR_635	18	63672441	63710811	3	NLRP5,ZNF787,LOC512150
CNVR_636	18	63896972	63931097	2	ZIM2,ZNF583
CNVR_637	18	65892176	65999195	5	SLC27A5,TRIM28,CHMP2A,UBE2M,MZF1
CNVR_638	19	3247474	3273393	NA	NA
CNVR_639	19	7761493	7902781	1	DGKE
CNVR_640	19	9896033	9980268	NA	NA
CNVR_641	19	10114361	10377677	5	TRIM37,SKA2,MIR454,MIR301A,PRR11
CNVR_642	19	10426372	10457357	1	GDPD1
CNVR_643	19	11049355	11199299	3	TUBD1,RPS6KB1,RNFT1
CNVR_644	19	11341602	11435269	NA	NA
CNVR_645	19	11516852	11672305	NA	NA
CNVR_646	19	12506188	12592024	NA	NA
CNVR_647	19	13992324	14062783	3	ACACA,C19H17orf78,TADA2A
CNVR_648	19	14543123	14606603	NA	NA
CNVR_649	19	18232821	18299083	1	RHOT1
CNVR_650	19	18351965	18467274	4	ADAP2,TEFM,ATAD5,CRLF3
CNVR_651	19	18943093	19047484	4	NF1,EVI2A,EVI2B,OMG
CNVR_652	19	24752222	24812617	1	SPATA22
CNVR_653	19	27576066	28031919	38	DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,SLC2A4,YBX2,EIF5A,GPS2,NEURL4,ACAP1,KCTD11,TMEM95,PLSCR3,TMEM256,NLGN2,SPEM1,TMEM102,FGF11,CHRNB1,ZBTB4,SLC35G6,POLR2A,TNFSF12,TNFSF13,SENP3,EIF4A1,CD68,MPDU1,SOX15,FXR2,SAT2,SHBG,ATP1B2,TP53,WRAP53,EFNB3,DNAH2
CNVR_654	19	32113206	32239821	NA	NA
CNVR_655	19	39064320	39126656	4	NFE2L1,MIR152,MIR148C,COPZ2
CNVR_656	19	42064863	42089455	NA	NA
CNVR_657	19	46723662	46908534	1	CDC27
CNVR_658	19	47507587	47649610	3	EFCAB3,METTL2A,TLK2
CNVR_659	19	48050643	48389861	1	TANC2
CNVR_660	19	49621708	49818910	1	NOL11
CNVR_661	19	51370101	51720852	24	FASN,MIR10179,DUS1L,GPS1,DCXR,RAC3,LRRC45,CENPX,ASPSCR1,MIR2346,MYADML2,PYCR1,MAFG,SIRT7,PCYT2,MIR2347,NPB,ANAPC11,ALYREF,ARHGDIA,P4HB,PPP1R27,MCRIP1,GCGR
CNVR_662	19	52740740	52872517	1	MIR10164
CNVR_663	19	55101341	55191677	NA	NA
CNVR_664	19	56129958	56136270	1	RNF157
CNVR_665	19	56955428	56993243	2	NT5C,ARMC7
CNVR_666	20	1086515	1196509	NA	NA
CNVR_667	20	2695880	2886118	NA	NA
CNVR_668	20	4349864	4395656	NA	NA
CNVR_669	20	6385223	6505111	NA	NA
CNVR_670	20	6658421	6736039	3	NSA2,GFM2,HEXB
CNVR_671	20	9813884	9890424	NA	NA
CNVR_672	20	9944380	9990379	NA	NA
CNVR_673	20	10253023	10424451	6	RAD17,AK6,TAF9,CDK7,MRPS36,CENPH
CNVR_674	20	11339161	11383301	1	PIK3R1
CNVR_675	20	12042259	12066568	NA	NA
CNVR_676	20	16892519	16939858	1	IPO11
CNVR_677	20	19520788	19630317	1	MIR582
CNVR_678	20	21859742	21930618	NA	NA
CNVR_679	20	22292215	22462915	2	MIER3,MAP3K1
CNVR_680	20	22960402	23017834	1	ANKRD55
CNVR_681	20	23825955	23886196	2	MTREX,DHX29
CNVR_682	20	25535571	25597446	1	FST
CNVR_683	20	29717135	29785475	NA	NA
CNVR_684	20	33627823	33725417	4	CARD6,RPL37,PRKAA1,TTC33
CNVR_685	20	35249040	35502694	2	FYB1,RICTOR
CNVR_686	20	36840675	37297072	4	WDR70,NUP155,MIR2360,NIPBL
CNVR_687	20	43217538	43381899	NA	NA
CNVR_688	20	43781018	43889666	NA	NA
CNVR_689	20	44211339	44237027	NA	NA
CNVR_690	20	44800524	44838496	NA	NA
CNVR_691	20	45966446	46107652	NA	NA
CNVR_692	20	47032305	47299949	NA	NA
CNVR_693	20	49339693	49592680	1	SS18L2
CNVR_694	20	50382552	50387798	NA	NA
CNVR_695	20	51611016	52183095	1	CDH12
CNVR_696	20	53097198	53410194	1	CDH18
CNVR_697	20	53717692	53855915	1	CDH18
CNVR_698	20	54584766	54833709	NA	NA
CNVR_699	20	59957296	60129830	NA	NA
CNVR_700	20	60147560	61455283	NA	NA
CNVR_701	20	67627454	67680263	NA	NA
CNVR_702	20	68416149	68547457	NA	NA
CNVR_703	20	70752003	71971771	15	IRX4,NDUFS6,LPCAT1,CLPTM1L,TERT,SLC6A18,MIR12015,BRD9,TPPP,SLC9A3,EXOC3,AHRR,PDCD6,SDHA,CCDC127
CNVR_704	21	5660254	5690539	1	LRRK1
CNVR_705	21	12262664	12408772	NA	NA
CNVR_706	21	13657850	13715904	NA	NA
CNVR_707	21	18061757	18077750	NA	NA
CNVR_708	21	20063553	20259891	4	LOC522763,LOC512440,LOC618633,LOC781494
CNVR_709	21	21744615	21859000	NA	NA
CNVR_710	21	22611195	22668633	1	ZNF774
CNVR_711	21	29654748	29762241	1	SNRPA1
CNVR_712	21	30881502	30908358	NA	NA
CNVR_713	21	31741962	31817000	NA	NA
CNVR_714	21	32565592	32669870	2	RCN2,PSTPIP1
CNVR_715	21	33084547	33113989	1	HMG20A
CNVR_716	21	33460066	33515083	NA	NA
CNVR_717	21	35167547	35248081	NA	NA
CNVR_718	21	37926564	37993399	NA	NA
CNVR_719	21	42275591	42357276	NA	NA
CNVR_720	21	51126328	51138460	NA	NA
CNVR_721	21	52273180	52490155	NA	NA
CNVR_722	21	52771584	53285393	NA	NA
CNVR_723	21	53743008	53779256	NA	NA
CNVR_724	21	54181213	54276389	NA	NA
CNVR_725	21	57072442	57114065	1	TC2N
CNVR_726	21	66679072	66729354	2	EVL,MIR342
CNVR_727	21	67413039	67542721	11	MIR493,MIR665,RTL1,PEG11AS,MIR431,MIR433,MIR127,MEG8,MIR432,MIR136,MIR370
CNVR_728	21	70294301	71573501	11	C21H14orf180,ADSS1,SIVA1,AKT1,CLBA1,NUDT14,BTBD6,CRIP2,CRIP1,MIR2892,LOC524810
CNVR_729	22	7124637	7186161	NA	NA
CNVR_730	22	9165638	9458557	NA	NA
CNVR_731	22	16248045	16342830	2	TOPAZ1,TCAIM
CNVR_732	22	17654297	17750153	1	RAD18
CNVR_733	22	27856677	27911829	NA	NA
CNVR_734	22	32599934	32629919	2	UBA3,TMF1
CNVR_735	22	34085996	34168563	1	SUCLG2
CNVR_736	22	43894412	44172715	1	ARF4
CNVR_737	22	48712118	48846711	3	SPCS1,GLT8D1,PBRM1
CNVR_738	22	49462432	49739973	12	RPL29,ACY1,ABHD14B,PCBP4,GPR62,RRP9,IQCF1,IQCF5,IQCF2,LOC100125949,GRM2,TEX264
CNVR_739	22	57444701	57486105	1	PPARG-TSEN2
CNVR_740	22	58896426	59642976	4	HDAC11,NUP210,IQSEC1,ACAD9
CNVR_741	22	60038437	60143914	1	EEFSEC
CNVR_742	22	60272991	61378199	11	KBTBD12,MGLL,ABTB1,TPRA1,CHCHD6,TXNRD3,C22H3orf22,CHST13,ALDH1L1,KLF15,CFAP100
CNVR_743	23	15894	1775946	NA	NA
CNVR_744	23	14580054	14873800	NA	NA
CNVR_745	23	16536674	16612406	5	PTCRA,CNPY3,GNMT,PEX6,PPP2R5D
CNVR_746	23	24580918	24671650	2	EFHC1,TRAM2
CNVR_747	23	25222914	25978647	11	ELOVL5,BOLA-DQA2,BOLA-DQB,BOLA-DQA5,LOC100848815,BOLA-DRB3,BOLA-DRA,BTNL2,LOC525599,LOC504295,BLA-DQB
CNVR_748	23	26180182	26369699	NA	NA
CNVR_749	23	27286587	27903991	42	EHMT2,SLC44A4,NEU1,HSPA1A,HSPA1L,LSM2,VWA7,SAPCD1,MSH5,CLIC1,DDAH2,MPIG6B,LY6G6C,LY6G6E,LY6G6F,ABHD16A,LY6G5B,CSNK2B,GPANK1,C23H6orf47,APOM,BAG6,PRRC2A,NCR3,AIF1,TNF,LTA,NFKBIL1,ATP6V1G2,DDX39B,MGC126945,BOLA-A,BoLA,MIR10167,MIC2,MIC1,POU5F1,TCF19,CCHCR1,PSORS1C2,CDSN,LOC616942
CNVR_750	23	28341860	28413350	1	BOLA-NC1
CNVR_751	23	28970578	29126339	1	OR12D2E
CNVR_752	23	30383571	30574212	NA	NA
CNVR_753	23	30711619	30757886	4	H4C13,LOC115945171,H2BC15,H4C12
CNVR_754	23	31338261	31726418	22	BTN1A1,H4C8,H3C8,H4C7,H4C6,H1-3,H3C6,H4C16,H2BC8,H1-12,H4C4,H2BC5,H2AC6,MIR6531,H4C3,HFE,H1-2,LOC115945165,H4C2,H4C1,TRIM38,SLC17A2
CNVR_755	23	32928987	32981013	1	ALDH5A1
CNVR_756	23	42992055	43047899	1	TBC1D7
CNVR_757	23	52404772	52465632	NA	NA
CNVR_758	24	10184151	10269985	NA	NA
CNVR_759	24	11645293	11726699	NA	NA
CNVR_760	24	13158889	13331435	NA	NA
CNVR_761	24	13461216	13521424	NA	NA
CNVR_762	24	13564505	13604334	NA	NA
CNVR_763	24	17315979	17382473	NA	NA
CNVR_764	24	24582206	24620212	NA	NA
CNVR_765	24	26382635	29490959	2	DSC3,CDH2
CNVR_766	24	38690535	38729638	NA	NA
CNVR_767	24	41829351	41970218	1	NDUFV2
CNVR_768	24	42541228	42608970	NA	NA
CNVR_769	24	44116929	44155534	NA	NA
CNVR_770	24	50880573	50931360	1	ME2
CNVR_771	24	52356772	52388202	NA	NA
CNVR_772	24	54164968	54204348	1	POLI
CNVR_773	24	60441853	60476719	NA	NA
CNVR_774	25	173462	1771425	72	NPRL3,HBM,HBA,HBQ1,LUC7L,FAM234A,RGS11,ARHGDIG,PDIA2,AXIN1,MRPL28,PGAP6,NME4,DECR2,RAB40C,WFIKKN1,METTL26,RHOT2,LOC516108,STUB1,WDR24,FBXL16,MCRIP2,METRN,ANTKMT,HAGHL,CIAO3,MSLN,RPUSD1,CHTF18,GNG13,LMF1,TEKT4,LOC786948,TPSB2,UBE2I,TSR3,GNPTG,C25H16orf91,CLCN7,TMEM204,CRAMP1,JPT2,MAPK8IP3,NME3,MRPS34,SPSB3,NUBP2,IGFALS,HAGH,FAHD1,TPT1,MSRB1,RPL3L,NDUFB10,RPS2,RNF151,TBL3,GFER,SYNGR3,SLC9A3R2,NTHL1,MIR1225,RAB26,TRAF7,MLST8,PGP,MIR1842,MIR2382,E4F1,DNASE1L2,ECI1
CNVR_775	25	2317028	2424799	1	PAQR4
CNVR_776	25	9621091	9690819	1	DEXI
CNVR_777	25	10109903	10160301	NA	NA
CNVR_778	25	13567579	13626127	1	PARN
CNVR_779	25	16557358	16647252	1	SMG1
CNVR_780	25	36448529	36625127	9	GNB2,ACTL6B,TFR2,MOSPD3,PCOLCE,LRCH4,AGFG2,TSC22D4,C25H7orf61
CNVR_781	25	40387302	40436393	NA	NA
CNVR_782	25	41115465	42657417	29	GNA12,BRAT1,MIR11980,LFNG,MIR12029,GRIFIN,CHST12,MIR12019,EIF3B,SNX8,MRM2,MAD1L1,ELFN1,PSMG3,TMEM184A,MAFK,INTS1,MICALL2,UNCX,ZFAND2A,C25H7orf50,GPR146,MIR2389,MIR339A,COX19,ADAP1,GET4,PRKAR1B,PDGFA
CNVR_783	26	2965846	3087092	NA	NA
CNVR_784	26	11332743	11443033	1	KIF20B
CNVR_785	26	12364119	12500044	NA	NA
CNVR_786	26	13758800	13814193	1	CPEB3
CNVR_787	26	15851149	15868599	1	TBC1D12
CNVR_788	26	21708133	21787462	2	LZTS2,SFXN3
CNVR_789	26	22037112	22215515	3	BTRC,POLL,DPCD
CNVR_790	26	23363852	23420638	1	SUFU
CNVR_791	26	25691560	25776777	1	SORCS3
CNVR_792	26	27974246	28056789	1	SORCS1
CNVR_793	26	28646529	28784693	NA	NA
CNVR_794	26	30940158	30963937	1	ADD3
CNVR_795	26	35852738	36025446	NA	NA
CNVR_796	26	36158390	36236584	NA	NA
CNVR_797	26	48187132	48223351	NA	NA
CNVR_798	26	50803545	51625550	3	ADGRA1,BNIP3,DPYSL4
CNVR_799	27	2168531	2287885	NA	NA
CNVR_800	27	6922514	6990804	NA	NA
CNVR_801	27	8160092	12430054	1	TENM3
CNVR_802	27	15447004	18226356	2	FAT1,TRIML1
CNVR_803	27	19272412	22448445	4	FGF20,MSR1,TUSC3,MIR383
CNVR_804	27	22621161	22705701	NA	NA
CNVR_805	27	26393469	26444012	1	WRN
CNVR_806	27	29547672	29621503	NA	NA
CNVR_807	27	29739347	29871854	NA	NA
CNVR_808	27	33821790	33926784	2	ADAM9,ADAM32
CNVR_809	27	43766200	43816848	NA	NA
CNVR_810	27	45113851	45153084	NA	NA
CNVR_811	27	45256006	45388171	NA	NA
CNVR_812	28	1130202	1166081	1	GALNT2
CNVR_813	28	2313753	2869287	NA	NA
CNVR_814	28	3637555	3648435	NA	NA
CNVR_815	28	8022387	8200649	3	ARID4B,GGPS1,TBCE
CNVR_816	28	8573287	8598618	1	MIR11982
CNVR_817	28	9886410	12593367	4	MIR2285AG,MIR2285BL,ZP4,CHRM3
CNVR_818	28	19140712	19509353	2	NRBF2,JMJD1C
CNVR_819	28	19587121	19643454	1	JMJD1C
CNVR_820	28	20332119	24211870	2	CTNNA3,LRRTM3
CNVR_821	28	24480443	25386457	12	SIRT1,HERC4,PBLD,MIR6533,HNRNPH3,RUFY2,DNA2,SLC25A16,CCAR1,STOX1,DDX50,DDX21
CNVR_822	28	28613311	29445044	8	MICU1,MIR2891,MCU,OIT3,P4HA1,NUDT13,ECD,FAM149B1
CNVR_823	28	30030868	30587017	3	VCL,AP3M1,ADK
CNVR_824	28	33847185	33897208	1	POLR3A
CNVR_825	28	35051834	35113955	NA	NA
CNVR_826	28	36183465	36263181	NA	NA
CNVR_827	28	44421318	44824205	5	NCOA4,MSMB,FAM21A,MARCHF8,ALOX5
CNVR_828	29	3245223	3316585	NA	NA
CNVR_829	29	9461170	9542296	NA	NA
CNVR_830	29	13028703	15774315	NA	NA
CNVR_831	29	16907482	16937536	NA	NA
CNVR_832	29	19200818	22047517	1	LUZP2
CNVR_833	29	30113625	30132438	1	KIRREL3
CNVR_834	29	31413726	31529635	NA	NA
CNVR_835	29	31693910	31734709	NA	NA
CNVR_836	29	36544016	36573929	NA	NA
CNVR_837	29	38767346	39842168	11	PAG4,PAG14,PAG16,PAG20,PAG21,PAG1,PAG19,MGC157408,PAG17,MGC157405,PAG9
CNVR_838	29	46062895	46073378	NA	NA
CNVR_839	29	46703510	46800709	3	PPP6R3,GAL,TESMIN
CNVR_840	29	47572920	47668622	1	FGF4
CNVR_841	29	49261366	51492483	47	NAP1L4,PHLDA2,SLC22A18,CDKN1C,KCNQ1,TSSC4,CD81,TSPAN32,ASCL2,TH,INS,IGF2,MIR483,H19,MRPL23,TNNT3,LSP1,TNNI2,CTSD,AP2A2,MIR2409,CHID1,TSPAN4,NUP54,POLR2L,CD151,PNPLA2,RPLP2,PIDD1,SLC25A22,CEND1,GATD1,TALDO1,CDHR5,IRF7,PHRF1,MOB2,MIR210,RASSF7,TMEM80,MIR2410,HRAS,SIGIRR,PKP3,TOLLIP,IFITM3,IFITM1
